"name","sector","drInCharge","address","addressWithUnit","tel","email"
"Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Mentakab), HD Unit","NGO","HALIM BIN ISHAK;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Mentakab)No. 57 - 59, Jalan AngsanaTaman Rimba  28400 Mentakab  Pahang Darul Makmur  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Mentakab), HD Unit","(016)9210652","mentakab@maamedicare.org"
"Muadzam Shah","","","","","",""
"Muadzam Shah Hospital, HD Unit","MOH","MUHAMAD RIDZUAN BIN ABU BAKAR;","","","",""
"","","","Haemodialysis UnitHospital Muadzam Shah  26700 Muadzam Shah  Pahang Darul Makmur  MALAYSIA","Muadzam Shah Hospital, HD Unit","( 09)45202136  292","syamanefro2020@gmail.com"
"Pusat Rawatan Dialisis Fitra (Cawangan Muadzam Shah), HD Unit","PRIVATE","SITI NOOR SAFINAT BINTI SAADAN;","","","",""
"","","","Pusat Rawatan Dialisis Fitra (Cawangan Muadzam Shah)No.17/17-1 & 19, Jalan Makmur 7Presint Niaga Bandar Satelit  26700 Muadzam Shah  Pahang Darul Makmur  MALAYSIA","Pusat Rawatan Dialisis Fitra (Cawangan Muadzam Shah), HD Unit","010-4421909","prdfitra@gmail.com"
"Pekan","","","","","",""
"Pekan Hospital, HD Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Haemodialysis UnitHospital Pekan  26600 Pekan  Pahang Darul Makmur  MALAYSIA","Pekan Hospital, HD Unit","( 09)4221291","hdupekan@moh.gov.my"
"Pusat Dialisis Pakar (Pekan), HD Unit","PRIVATE","CHE ROSLE BIN DERAMAN;","","","",""
"","","","Pusat Dialisis Pakar (Pakar Prima Sdn Bhd)No. 1 ARKED Pusat KomersialJln Engku Muda Mansor  26600 Pekan  Pahang Darul Makmur  MALAYSIA","Pusat Dialisis Pakar (Pekan), HD Unit","( 09)4222149","pdppekan@gmail.com"
"Pusat Hemodialisis Yayasan Al-Sultan Abdullah (YASA) Pekan, HD Unit","PRIVATE","NABEELA SAAEDAH BINTI SHOFWAN BADRIE;","","","",""
"","","","Pusat Hemodialisis Yayasan Al-Sultan Abdullah (YASA) PekanTingkat Bawah, Mezzanine Dan Tingkat 1No. 4, Pusat Komersial MahkotaJalan Mahkota  26600 Pekan  Pahang Darul Makmur  MALAYSIA","Pusat Hemodialisis Yayasan Al-Sultan Abdullah (YASA) Pekan, HD Unit","09-4219697","pekan@yasadialysis.com.my"
"Pusat Rawatan Dialisis Fitra Pekan, HD Unit","PRIVATE","HARISON BINTI MOHD AMIN;","","","",""
"","","","Pusat Rawatan Dialisis Fitra Pekan(Fitra Med Sdn Bhd)No. 6 & 7, Lorong Taman Ketapang 1, Batu 2 1/2, Jalan Pekan Nenasi  26600 Pekan  Pahang Darul Makmur  MALAYSIA","Pusat Rawatan Dialisis Fitra Pekan, HD Unit","( 09)4227039","-"
"Raub","","","","","",""
"Pusat Hemodialisis Attibbiyyin Dialisis, HD Unit","PRIVATE","ABDUL RAHMAN BIN MOHAMAD;","","","",""
"","","","Pusat Hemodialisis Attibbiyyin DialisisNo. 70, 71, & 71A, Pusat Perniagaan Km2Jalan Lipis  27600 Raub  Pahang Darul Makmur  MALAYSIA","Pusat Hemodialisis Attibbiyyin Dialisis, HD Unit","09-3561400","dialisisraub@gmail.com"
"Pusat Hemodialisis Suria (Raub), HD Unit","PRIVATE","RAGAVAN A/L V DAMODARAM;","","","",""
"","","","Pusat Hemodialisis Suria (Raub)No. 1 & 2 Tingkat BawahJalan Komersial UtamaPusat Komersial Raub  27600 Raub  Pahang Darul Makmur  MALAYSIA","Pusat Hemodialisis Suria (Raub), HD Unit","019-6355867",""
"Raub Dialysis Centre Sdn Bhd, HD Unit","PRIVATE","MOHD ALI HANAFIAH BIN MAT SO'AD;","","","",""
"","","","Raub Dialysis Centre Sdn BhdNo.31, Jalan Lestari UtamaTaman Amalina Lestari  27600 Raub  Pahang Darul Makmur  MALAYSIA","Raub Dialysis Centre Sdn Bhd, HD Unit","09-3554055","raubdialysiscentre@gmail.com"
"Raub Hospital, HD Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Haemodialysis UnitHospital RaubJalan Tengku Abdul Samad  27600 Raub  Pahang Darul Makmur  MALAYSIA","Raub Hospital, HD Unit","( 09)3553333  2800","hduraub@gmail.com"
"Rompin","","","","","",""
"Rompin Hospital, HD Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","Haemodialisis UnitHospital RompinKampung Kolam  26800 Rompin  Pahang Darul Makmur  MALAYSIA","Rompin Hospital, HD Unit","( 09)4141305  2028","hdurompin@gmail.com"
"Temerloh","","","","","",""
"Sultan Haji Ahmad Shah Hospital, CAPD Unit","MOH","FARIZ SAFHAN BIN MOHAMAD NOR;","","","",""
"","","","CAPD UnitSultan Haji Ahmad Shah HospitalJalan Maran  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Sultan Haji Ahmad Shah Hospital, CAPD Unit","( 09)2955333  1179","sabrianje@yahoo.com.my"
"Pusat Dialisis Mukmin Temerloh, HD Unit","PRIVATE","RENA MENON A/P N RAMACHANDRAN;","","","",""
"","","","Pusat Dialisis Mukmin Temerloh(Gedung Penawar Sdn Bhd)No. 26, 28 & 30, Jalan Sungai RabitOff Jalan Tengku Ismail  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Pusat Dialisis Mukmin Temerloh, HD Unit","( 09)2901768","pdmtemerloh@gedungpenawar.com"
"Pusat Dialisis My Angkasa (Temerloh), HD Unit","PRIVATE","AHMAD ALIAS TAJUDDIN ZAKARIA;","","","",""
"","","","Pusat Dialisis My Angkasa(Myangkasa Dialisis Sdn Bhd)No. 2, Jalan Pak Sako 2Bandar Sri Semantan  28000 Temerloh  Pahang Darul Makmur  MALAYSIA","Pusat Dialisis My Angkasa (Temerloh), HD Unit","( 09)2965599","pdma.termerloh@gmail.com"
"Pusat Hemodialisis Addin, HD Unit","PRIVATE","AHMAD ALIAS TAJUDDIN ZAKARIA;","","","",""
