"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Pusat Rawatan Haemodialisis Wan Nong (Gedung Penawar Sdn Bhd)Lot 36612, Jalan Aman  31000 Batu Gajah  Perak Darul Ridzuan  MALAYSIA","Pusat Rawatan Haemodialisis Wan Nong, HD Unit","( 05)3656237","( 05)3656237"
"Behrang Stesen","","","","","",""
"Pusat Rawatan Dialisis Perdana (Cawangan Behrang), HD Unit","PRIVATE","MUHD SHEITH MUHAIMIN BIN ABDUL HARIS;","","","",""
"","","","Pusat Rawatan Dialisis Perdana (Cawangan Behrang)No. 33 & 33A, Jalan Residen 1Behrang Residen  35950 Behrang Stesen  Perak Darul Ridzuan  MALAYSIA","Pusat Rawatan Dialisis Perdana (Cawangan Behrang), HD Unit","05-4522563",""
"Bidor","","","","","",""
"SJ Hemodialysis Sdn Bhd (Cawangan Bidor), HD Unit","PRIVATE","CHANDERPAL KAUR A/P APURAB SOMNATHBHAKRI;","","","",""
"","","","SJ Hemodialysis Sdn Bhd (Cawangan Bidor)No. 5, Jalan BM/1Taman Bidor Mewah  35500 Bidor  Perak Darul Ridzuan  MALAYSIA","SJ Hemodialysis Sdn Bhd (Cawangan Bidor), HD Unit","( 05)4342645","012-5301876"
"Bota","","","","","",""
"Changkat Melintang Hospital, HD Unit","MOH","LEE YEE YAN;","","","",""
"","","","Haemodialysis UnitHospital Changkat MelintangLambor Kanan  32900 Bota  Perak Darul Ridzuan  MALAYSIA","Changkat Melintang Hospital, HD Unit","( 05)3761333  173 / 172","( 05)3761400"
"Pusat Hemodialisis Pusat Dialisis Bota, HD Unit","PRIVATE","ISMAIL BIN MAJID;","","","",""
"","","","Pusat Hemodialisis Pusat Dialisis BotaNo. 1, Tingkat Bawah Dan Tingkat Atas,Jalan Bota Sejahtera 1,Taman Bota Sejahtera  32600 Bota  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Pusat Dialisis Bota, HD Unit","012-3118047","013-5040043"
"Pusat Hemodialysis Bestari Seri Iskandar, HD Unit","PRIVATE","SHAHROL KHAIRUDZI B ABDUL RAHIM;","","","",""
"","","","Pusat Hemodialysis BestariNo. 21, Persiaran Dataran 2Iskandar PerdanaBandar Seri Iskandar  32610 Bota  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialysis Bestari Seri Iskandar, HD Unit","05-3713761",""
"Chemor","","","","","",""
"Harmony Sofia Dialysis Centre, HD Unit","PRIVATE","WAN ROSIAH BINTI AB RASHID;","","","",""
"","","","Harmony Sofia Dialysis CentreNo. 13 & 15, Jalan Sri Klebang 1Bandar Baru Sri Klebang  31200 Chemor  Perak Darul Ridzuan  MALAYSIA","Harmony Sofia Dialysis Centre, HD Unit","( 05)2913929","( 05)2912939"
"Gerik","","","","","",""
"Gerik Hospital, HD Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Haemodialysis UnitGerik HospitalJalan Intan  33000 Gerik  Perak Darul Ridzuan  MALAYSIA","Gerik Hospital, HD Unit","( 05)7911333  270","05-7911334"
"Smart Hemodialysis, HD Unit","PRIVATE","JOHARI BIN MOHAMED;","","","",""
"","","","Smart Hemodialysis Sdn BhdNo. 1 & 2, Lorong SatuTaman Selamat Maju  33300 Gerik  Perak Darul Ridzuan  MALAYSIA","Smart Hemodialysis, HD Unit","013-8571784",""
"Gopeng","","","","","",""
"Dahlia Dialysis Centre, HD Unit","PRIVATE","SHARIFAH RADZIAH BT YOB IBRAHIM;","","","",""
"","","","NO.33 & 33-A Susur Kay Long  31600 Gopeng  Perak Darul Ridzuan  MALAYSIA","Dahlia Dialysis Centre, HD Unit","(05)3593030","(014)6204650"
"Hutan Melintang","","","","","",""
"MB Star Rawatan Dialisis (Hutan Melintang), HD Unit","PRIVATE","AHMAD RAMADZAN BIN AHMAD DAUD;","","","",""
"","","","MB Star Rawatan DialisisNo. 8-G, Lorong Lagenda 1Medan Niaga Legenda, Simpang 4  36400 Hutan Melintang  Perak Darul Ridzuan  MALAYSIA","MB Star Rawatan Dialisis (Hutan Melintang), HD Unit","( 05)6421687","( 05)6421686"
"Ipoh","","","","","",""
"Raja Permaisuri Bainun Hospital, CAPD Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","CAPD Unit, c/o Ward 4CHospital  Raja Permaisuri BainunJalan Raja Ashman Shah (Jalan Hospital)  30450 Ipoh  Perak Darul Ridzuan  MALAYSIA","Raja Permaisuri Bainun Hospital, CAPD Unit","( 05)2087146","( 05)2087147"
"Fatimah Hospital, HD Unit","PRIVATE","JEYANTHI A/P VENGADASALAM;","","","",""
"","","","Haemodialysis CentreFatimah HospitalNo. 1, Jalan Chew Peng LoonOff Jalan Dato' Lau Pak Khuan, Taman Ipoh  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","Fatimah Hospital, HD Unit","( 05)5455777  377 / 379","( 05)5477050"
"Mysha Qasih Dialysis Centre, HD Unit","PRIVATE","MICHAEL WONG TIING KIONG;","","","",""
"","","","Mysha Qasih Dialysis CentreNo. 44 & 46, SSN Anjung TawasAnjung Tawas Sinaran  30010 Ipoh  Perak Darul Ridzuan  MALAYSIA","Mysha Qasih Dialysis Centre, HD Unit","( 05)2913724","(019)7287750"
"Pantai Hospital Ipoh, HD Unit","PRIVATE","SARKUNNATHAS A/L MUTHUSAMY;","","","",""
"","","","Pantai Hospital Ipoh5th Floor, No. 126, Jalan Tambun  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pantai Hospital Ipoh, HD Unit","( 05)5405555  5614","( 05)5405650"
"Perak Community Specialist Hospital, HD Unit","PRIVATE","NG SENG YEW;","","","",""
"","","","Haemodialyis UnitPerak Community Specialist HospitalNo. 277, Jalan Raja Permaisuri Bainun (Jalan Kampar)  30250 Ipoh  Perak Darul Ridzuan  MALAYSIA","Perak Community Specialist Hospital, HD Unit","( 05)2419000  120","( 05)2548918  145"
"Pertubuhan Haemodialisis Hope (Ipoh), HD Unit","NGO","CHANG SEIT KIM;","","","",""
"","","","Pertubuhan Haemodialisis Hope, Ipoh, Perak(Hope Haemodialysis Society Ipoh)No. 6, Persiaran Asrama, Taman Canning  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pertubuhan Haemodialisis Hope (Ipoh), HD Unit","( 05)5469600","( 05)5466615"
"PMA Chan Meng Khor-MAA Medicare Charity Dialysis Centre, HD Unit","NGO","CHANG SEIT KIM;","","","",""
"","","","PMA Chan Meng Khor-MAA Medicare Charity Dialysis CentreLot. No. 10037, Lorong 1, Bercham  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","PMA Chan Meng Khor-MAA Medicare Charity Dialysis Centre, HD Unit","(016)5593301","( 05)5467229"
"Pusat Dialisis Jasmine, HD Unit","PRIVATE","ARIVINDAN A/L A THURAI RAJ;","","","",""
"","","","Pusat Dialisis Jasmine Sdn BhdNo. 77, 77A & 79, Jalan Pengkalan Utama 1Taman Pengkalan Utama  31650 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Jasmine, HD Unit","( 05)3218278",""
"Pusat Dialisis Mukmin Ipoh, HD Unit","PRIVATE","MUHAMAD BIN AWALLUDIN;","","","",""
"","","","Pusat Dialisis Mukmin IpohNo. 21, Medan Soon Choon 1Jalan Raja Doktor Nazrin Shah  31610 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Mukmin Ipoh, HD Unit","( 05)3121588","( 05)3121588"
"Pusat Dialisis NKF-Yayasan Dialysis Pendidikan Akhlak Perak, HD Unit","NGO","ROSLINA BINTI YUSOFF;","","","",""
"","","","Pusat Dialisis NKF-Yayasan Dialysis Pendidikan Akhlak PerakNo. 260-264, Jalan Chung Ah Ming  31650 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis NKF-Yayasan Dialysis Pendidikan Akhlak Perak, HD Unit","( 05)3215921","( 05)3211120"
"Pusat Dialisis Setia (Ipoh), HD Unit","PRIVATE","ARIVINDAN A/L A THURAI RAJ;","","","",""
"","","","Pusat Dialisis Setia Sdn BhdNo. 31, Lengkok Kledang RayaTaman Kledang Raya  30100 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Setia (Ipoh), HD Unit","( 05)5285819","( 05)5285819"
"Pusat Dialisis Sinar Amal - PDSA Cawangan Ipoh, HD Unit","NGO","PANG HOONG CHEE;","","","",""
"","","","Pusat Dialisis Sinar Amal - PDSA Cawangan IpohNo. 56 & 57 Jalan Meru Bestari B8,Bandar Meru Raya  30200 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Sinar Amal - PDSA Cawangan Ipoh, HD Unit","05-5269021",""
"Pusat Hemodialisis Darul Iltizam (Ipoh), HD Unit","PRIVATE","MOHD NORFAHMI BIN MOHD SOHOT;","","","",""
"","","","Pusat Hemodialisis Darul IltizamNo. 70, Jalan Raja Permaisuri Bainun (Jalan Kampar)  30250 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Darul Iltizam (Ipoh), HD Unit","( 05)2434181","( 05)2439442"
"Pusat Hemodialisis Qaseh, HD Unit","PRIVATE","MICHAEL WONG TIING KIONG;","","","",""
"","","","Pusat Hemodialisis QasehNo. 76 & 78, Susuran PerpaduanTaman Perpaduan Ria  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Qaseh, HD Unit","( 05)5360340","019-4767750"
"Pusat Hemodialisis Sinar Qaseh Dialysis Centre, HD Unit","NGO","ROSLINA BINTI YUSOFF;","","","",""
"","","","Pusat Hemodialisis Sinar Qaseh Dialysis CentreNo. 57, 59 & 59 (1st Floor),Laluan Meru Perdana 11,Taman Meru Perdana 2  31200 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Sinar Qaseh Dialysis Centre, HD Unit","05-5261110","019-5599913"
"Pusat Perubatan Ar-Ridzuan, HD Unit","PRIVATE","HAMEETH SHAH BIN ABDUL WAHID;","","","",""
"","","","Pusat Perubatan Ar-RidzuanB-G-3 & B-G-5, Greentown SuriaJalan Dato' Seri Ahmad Said  30450 Ipoh  Perak Darul Ridzuan  MALAYSIA","Pusat Perubatan Ar-Ridzuan, HD Unit","05-2545445","05-2411101"
"Raja Permaisuri Bainun Hospital, HD Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Haemodialysis UnitHospital Raja Permaisuri BainunJalan Raja Ashman Shah  30990 Ipoh  Perak Darul Ridzuan  MALAYSIA","Raja Permaisuri Bainun Hospital, HD Unit","( 05)2085000  7138","( 05)2085000  7128"
"Renal Care (Ipoh Specialist), HD Unit","PRIVATE","GO KUAN WENG;","","","",""
"","","","Renal CareKPJ Ipoh Specialist HospitalNo. 26, Jalan Raja Dihilir (Tambun)  30350 Ipoh  Perak Darul Ridzuan  MALAYSIA","Renal Care (Ipoh Specialist), HD Unit","( 05)2408777  275 / 276","( 05)2541388"
"SJ Dialysis Centre (Ipoh), HD Unit","PRIVATE","CHANDERPAL KAUR A/P APURAB SOMNATHBHAKRI;","","","",""
"","","","SJ Dialysis Centre  (Cawangan Ipoh)No. 35, Medan Soon Choon 1Jalan Raja Dr. Nazrin Shah  31350 Ipoh  Perak Darul Ridzuan  MALAYSIA","SJ Dialysis Centre (Ipoh), HD Unit","( 05)3133711","(012)5301876"
"SJAM-KPS Pusat Hemodialisis Ipoh (Station 15), HD Unit","NGO","PANG HOONG CHEE;","","","",""
"","","","SJAM-KPS Pusat Hemodialisis Ipoh (Station 15)6A, Jalan Margosa, Taman Pasir Pinji  31650 Ipoh  Perak Darul Ridzuan  MALAYSIA","SJAM-KPS Pusat Hemodialisis Ipoh (Station 15), HD Unit","05-3216219","017-6263895"
"Woh Peng Cheang Seah, HD Unit","NGO","ROSLINA BINTI YUSOFF;","","","",""
"","","","Woh Peng Cheang Seah Dialysis CentreNo. 2A, Jalan Taiping, Lim Garden  30100 Ipoh  Perak Darul Ridzuan  MALAYSIA","Woh Peng Cheang Seah, HD Unit","( 05)5285206","( 05)5285206"
"Raja Permaisuri Bainun Hospital, Tx Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Nephrology Clinic Hospital Raja Permaisuri BainunJalan Hospital  30990 Ipoh  Perak Darul Ridzuan  MALAYSIA","Raja Permaisuri Bainun Hospital, Tx Unit","05-2087048","( 05)2085000  5459 /5460"
"Renal Care (Ipoh Specialist), Tx Unit","PRIVATE","GO KUAN WENG;","","","",""
"","","","Renal CareKPJ Ipoh Specialist HospitalNo. 26, Jalan Raja Dihilir  30350 Ipoh  Perak Darul Ridzuan  MALAYSIA","Renal Care (Ipoh Specialist), Tx Unit","( 05)2408777  275 / 276","( 05)2541388"
"Hospital Seri Botani, MRRB Unit","PRIVATE","","","","",""
"","","","Hospital Seri BotaniNo. 3, Dataran Botani 2Bandar Seri Botani  31350 Ipoh  Perak Darul Ridzuan  MALAYSIA","Hospital Seri Botani, MRRB Unit","05-2262777  1106","-"
"Ipoh Specialist Hospital, MRRB Unit","PRIVATE","GO KUAN WENG;","","","",""
"","","","Nephrology & Medical Specialist ClinicIpoh Specialist HospitalNo. 26, Jalan Raja Di Hilir (Tambun)  30350 Ipoh  Perak Darul Ridzuan  MALAYSIA","Ipoh Specialist Hospital, MRRB Unit","( 05)2543228","( 05)2418777  8500"
"Klinik Perubatan & Nefrologi Fauziah, MRRB Unit","PRIVATE","FAUZIAH BINTI KHAIRUDDIN;","","","",""
"","","","Klinik Perubatan & Nefrologi Fauziah Sdn BhdIpoh Specialist HositalNo. 26, Jalan Raja Dihilir (Jalan Tambun)  30350 Ipoh  Perak Darul Ridzuan  MALAYSIA","Klinik Perubatan & Nefrologi Fauziah, MRRB Unit","( 05)2413128","( 05)2413128"
"Raja Permaisuri Bainun Hospital, MRRB Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Department of MedicineHospital  Raja Permaisuri BainunJalan Hospital  30990 Ipoh  Perak Darul Ridzuan  MALAYSIA","Raja Permaisuri Bainun Hospital, MRRB Unit","( 05)2533333  2372 / 214","( 05)2531541"
"Teo Kidney Specialist Clinic, MRRB Unit","PRIVATE","TEO SUE MEI;","","","",""
"","","","Teo Kidney Specialist ClinicSuite 502, 5th floor, Pantai Hospital Ipoh126, Jalan Tambun  31400 Ipoh  Perak Darul Ridzuan  MALAYSIA","Teo Kidney Specialist Clinic, MRRB Unit","( 05)5405614","( 05)5405695"
"Kampar","","","","","",""
"Kampar Hospital, HD Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Haemodialysis UnitKampar HospitalJalan Hospital Kampar  31900 Kampar  Perak Darul Ridzuan  MALAYSIA","Kampar Hospital, HD Unit","( 05)4653333  289 / 284","( 05)4657612  289 / 284"
"Pusat Dialisis Sinar Amal - PDSA Cawangan Kampar, HD Unit","NGO","SHARIFAH RADZIAH BT YOB IBRAHIM;","","","",""
"","","","Pusat Dialisis Sinar Amal - PDSA Cawangan KamparNo.20 & 21, Jalan PerdanaTaman Kampar Perdana  31900 Kampar  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Sinar Amal - PDSA Cawangan Kampar, HD Unit","05-465 2021","011-1142 5609"
"Pusat Hemodialisis Bestari Kampar, HD Unit","PRIVATE","MOHAMAD SHAHBODIN BIN HJ. SARIK;","","","",""
"","","","Pusat Hemodialisis Bestari KamparNo. 17, PT13048 Persiaran SiswaTaman Kampar Siswa  31900 Kampar  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Bestari Kampar, HD Unit","( 05)4671151","( 05)4671152"
"SJAM-KPS Hemodialisis Kampar (Station 4), HD Unit","NGO","PANG HOONG CHEE;","","","",""
"","","","SJAM-KPS Hemodialisis Kampar (Station 4)No. 1789-1790, Jalan IntanTmn Bandar Baru Kampar  31900 Kampar  Perak Darul Ridzuan  MALAYSIA","SJAM-KPS Hemodialisis Kampar (Station 4), HD Unit","( 05)4659300","( 05)4659300"
"Kamunting","","","","","",""
"Pusat Dialisis Nur Kasih (Kamunting), HD Unit","PRIVATE","NAGANDRAN A/L A. NAGALINGAM;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn BhdNo. 48 & 50, Jalan Perwira 2Medan Perwira  34600 Kamunting  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Nur Kasih (Kamunting), HD Unit","05-8051056",""
"Pusat Dialisis Taiping (Cawangan Kamunting), HD Unit","PRIVATE","WAN NURHIDAYAH BINTI WAN NOORDIN;","","","",""
"","","","Pusat Dialisis Taiping Sdn Bhd (Cawangan Kamunting)No. 25, 27 & 29, Laluan Kamunting 1Bandar Kamunting  34600 Kamunting  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Taiping (Cawangan Kamunting), HD Unit","05-8913786","-"
"Kg. Gajah","","","","","",""
"Dr. Mokhtar Medical & Hemodialysis, HD Unit","PRIVATE","MOKHTAR BIN YAHYA;","","","",""
"","","","Dr. Mokhtar Medical & Hemodialysis Sdn BhdNo. 9, Kedai PKNP, Fasa IVBangunan PKNP  36800 Kg. Gajah  Perak Darul Ridzuan  MALAYSIA","Dr. Mokhtar Medical & Hemodialysis, HD Unit","05-6311051",""
"Kuala Kangsar","","","","","",""
"Kuala Kangsar Hospital, HD Unit","MOH","TENG KOK SENG;","","","",""
"","","","Haemodialysis UnitHospital Kuala KangsarJalan Sultan Idris Shah 1  33000 Kuala Kangsar  Perak Darul Ridzuan  MALAYSIA","Kuala Kangsar Hospital, HD Unit","( 05)7763333  113 / 167","( 05)7769660"
"Pusat Dialisis Taiping Cawangan Kuala Kangsar, HD Unit","PRIVATE","HAMEETH SHAH BIN ABDUL WAHID;","","","",""
"","","","Pusat Dialisis Taiping Cawangan Kuala KangsarNo. 6C & 6D, Jalan Raja Chulan  33000 Kuala Kangsar  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Taiping Cawangan Kuala Kangsar, HD Unit","05-7774786","05-7761768"
"Pusat Dialysis Nur Kasih (Kuala Kangsar), HD Unit","PRIVATE","SYED AMEER RAIF BIN SYED HUSSIN;","","","",""
"","","","Pusat Dialysis Nur Kasih Sdn Bhd (Cawangan Kuala Kangsar)No. 6A & 6B, Jalan Raja Chulan  33000 Kuala Kangsar  Perak Darul Ridzuan  MALAYSIA","Pusat Dialysis Nur Kasih (Kuala Kangsar), HD Unit","012-6232786  05-7701794","019-5525359"
"Langkap","","","","","",""
"Pusat Dialisis De' Langkap, HD Unit","PRIVATE","KAMARULZAMAH BIN ABDUL MANAF;","","","",""
"","","","Pusat Dialisis De' LangkapNo. 21, Lorong Mawar 2Taman Mawar 2  36700 Langkap  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis De' Langkap, HD Unit","( 05)6592887","( 05)6593882"
"Lenggong","","","","","",""
"Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Lenggong), HD Unit","PRIVATE","MOHD HISHAM BIN KADIR;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Lenggong)No 37G, 39G & 37A, Jalan L/8 UtamaPusat Perniagaan Lenggong 8  33400 Lenggong  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Lenggong), HD Unit","05-7677373","-"
"Unit Hemodialisis Lenggong, HD Unit","MOH","NUR HIKMAH BT JAMAL ABDUL NASIR;","","","",""
"","","","Unit Hemodialisis Lenggong(Hospital Gerik)Jalan Besar Lenggong Gerik Hulu PeraK  33300 Lenggong  Perak Darul Ridzuan  MALAYSIA","Unit Hemodialisis Lenggong, HD Unit","( 05)7674075","( 05)7674075"
"Lumut","","","","","",""
"96 Hospital Angkatan Tentera (Lumut), CAPD Unit","ARMED FORCE","LOH CHEK LOONG;","","","",""
"","","","CAPD  /  Haemodialysis Unit96 Hospital Angkatan TenteraPengkalan TLDM Lumut  32100 Lumut  Perak Darul Ridzuan  MALAYSIA","96 Hospital Angkatan Tentera (Lumut), CAPD Unit","( 05)6819200  9448 /9211","( 05)6819558"
"96 Hospital Angkatan Tentera (Lumut), HD Unit","ARMED FORCE","LOH CHEK LOONG;","","","",""
"","","","Haemodialysis Unit96 Hospital Angkatan TenteraPengkalan TLDM  32100 Lumut  Perak Darul Ridzuan  MALAYSIA","96 Hospital Angkatan Tentera (Lumut), HD Unit","( 05)6819200  9448 /9211","( 05)6819558"
"96 Hospital Angkatan Tentera Lumut, MRRB Unit","ARMED FORCE","","","","",""
"","","","96 Hospital Angkatan TenteraPengkalan TLDM LumutTingkat 3, Wad Perubatan Lelaki  32100 Lumut  Perak Darul Ridzuan  MALAYSIA","96 Hospital Angkatan Tentera Lumut, MRRB Unit","( 05)6819200  9211","( 05)6819558"
"Manjung","","","","","",""
"Pusat Hemodialisis Wakaf, Wakaf Perak Ar-Ridzuan (WPAR), HD Unit","PRIVATE","FU KOK WEN;","","","",""
"","","","Pusat Hemodialisis Wakaf, Wakaf Perak Ar-Ridzuan (WPAR)Lot PT 24154 - PT 24157, Masjid Sultan Alang Iskandar ShahKampung Dato Sri Kamaruddin  32040 Manjung  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Wakaf, Wakaf Perak Ar-Ridzuan (WPAR), HD Unit","016-7005365",""
"Pantai Remis","","","","","",""
"Pusat Hemodialisis Mutiara Pantai Remis, HD Unit","PRIVATE","FU KOK WEN;","","","",""
"","","","Pusat Hemodialisis Mutiara Pantai RemisNo.37 & 37-1, Taman Pantai Indah  34900 Pantai Remis  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Mutiara Pantai Remis, HD Unit","05-6773040","05-6888685"
"Unit Hemodialisis Pantai Remis, HD Unit","MOH","LOH CHEK LOONG;","","","",""
"","","","Unit Hemodialisis Pantai RemisJalan Besar Pantai Remis  34900 Pantai Remis  Perak Darul Ridzuan  MALAYSIA","Unit Hemodialisis Pantai Remis, HD Unit","05-6771786","-"
"Parit Buntar","","","","","",""
"Parit Buntar Hospital, HD Unit","MOH","INDRALINGAM A/L VAITHILINGAM;","","","",""
"","","","Haemodialysis UnitParit Buntar HospitalJalan Sempadan  34200 Parit Buntar  Perak Darul Ridzuan  MALAYSIA","Parit Buntar Hospital, HD Unit","(605)716 3333  255","( 05)7169675"
"Persatuan Amal Chin Malaysia Barat, HD Unit","NGO","GAN WEI BENG;","","","",""
"","","","Persatuan Amal Chin Malaysia BaratNo. 9, Jalan BistariPusat Bandar Fasa 2  34200 Parit Buntar  Perak Darul Ridzuan  MALAYSIA","Persatuan Amal Chin Malaysia Barat, HD Unit","( 05)7176666","( 05)7171788"
"Pusat Dialisis Nur Kasih (Parit Buntar), HD Unit)","PRIVATE","RAFI AHMAD BIN ABDUL MUTHALIP;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Parit Buntar)No. 16 & 18, Jalan Syarikat 1Pusat Perniagaan Parit Buntar  34200 Parit Buntar  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Nur Kasih (Parit Buntar), HD Unit)","05-7162010",""
"Pusat Dialisis Taiping (Parit Buntar), HD Unit","PRIVATE","LEE SEOW KHENG;","","","",""
"","","","Pusat Dialisis Taiping Sdn Bhd (Cawangan Parit Buntar)No. 7 & 8, Jalan Lintang BestariPusat Bandar Fasa 2  34200 Parit Buntar  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Taiping (Parit Buntar), HD Unit","05-7172786",""
"Pengkalan Hulu","","","","","",""
"Pusat Dialisis Pengkalan Hulu, HD Unit","PRIVATE","MUSTAFA MUBEEN ALI AHMED;","","","",""
"","","","Pusat Dialisis Pengkalan HuluNo.34, 34A, 35 & 35APersiaran PH Sentral 1PH Sentral  33100 Pengkalan Hulu  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Pengkalan Hulu, HD Unit","04-4770389","013-7275532"
"Pulau Pangkor","","","","","",""
"Klinik Kesihatan Pangkor, HD Unit","MOH","TENG KOK SENG;","","","",""
"","","","Haemodialyis UnitKlinik Kesihatan Pangkor  32300 Pulau Pangkor  Perak Darul Ridzuan  MALAYSIA","Klinik Kesihatan Pangkor, HD Unit","( 05)6855896","( 05)6852540"
"Selama","","","","","",""
"Pusat Hemodialisis Qaseh (Selama), HD Unit","PRIVATE","NAGANDRAN A/L A. NAGALINGAM;","","","",""
"","","","Pusat Hemodialisis Qaseh (Selama), HD UnitNo. K6 & K7, RPT Peringkat 2Kubu Gajah Mukim Selama  34130 Selama  Perak Darul Ridzuan  MALAYSIA","Pusat Hemodialisis Qaseh (Selama), HD Unit","05-8395786","019-2360630"
"Selama Hospital, HD Unit","MOH","INDRALINGAM A/L VAITHILINGAM;","","","",""
"","","","Haemodialysis UnitHospital SelamaJalan Taiping  34100 Selama  Perak Darul Ridzuan  MALAYSIA","Selama Hospital, HD Unit","(605)8394233  231","( 05)8394196  230"
"Semanggol","","","","","",""
"Pusat Dialisis Ahmad Khalif, HD Unit","PRIVATE","NOOR  SIAH BINTI IDRIS;","","","",""
"","","","Pusat Dialisis Ahmad KhalifBukit Merah LaketownJalan Bukit Merah  34400 Semanggol  Perak Darul Ridzuan  MALAYSIA","Pusat Dialisis Ahmad Khalif, HD Unit","011-19291060","(012)3776210"
