"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Dkasih Hemodialisis Sdn BhdNo 190 & 191, Jalan Serting Utama 5Taman Serting Utama  72120 Bandar Seri Jempol  Negeri Sembilan Darul Khusus  MALAYSIA","Dkasih Hemodialisis (Jempol), HD Unit","( 06)4581212","( 06)4581212"
"Gemas","","","","","",""
"Dkasih Hemodialisis (Gemas), HD Unit","PRIVATE","CHONG KEE ANN;","","","",""
"","","","Dkasih Hemodialisis Sdn BhdNo. 66, 67, 67A, Jalan DS 2/3, Dataran Satria 2  73400 Gemas  Negeri Sembilan Darul Khusus  MALAYSIA","Dkasih Hemodialisis (Gemas), HD Unit","07-9483080",""
"Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Pasir Besar), HD Unit","PRIVATE","HARKERITH KANDA A/P B.RANJINDER SINGH KANDA;","","","",""
"","","","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Pasir Besar)No. 4751 & 4752, Taman Pasir Besar  73400 Gemas  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Pasir Besar), HD Unit","012-8107723",""
"Gemencheh","","","","","",""
"Pusat Hemodialisis Gemencheh, HD Unit","PRIVATE","KUMARESAN A/L SELLAMUTHU;","","","",""
"","","","Pusat Hemodialisis Gemencheh(Kumar Urology & Stone Centre Sdn Bhd)No. 15A, Pekan Gemencheh BaruDaerah Tampin  73200 Gemencheh  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Gemencheh, HD Unit","( 06)4310020","( 06)4310020"
"Jempol","","","","","",""
"Jempol Hospital, HD Unit","MOH","","","","",""
"","","","Haemodialysis UnitHospital JempolBandar Seri Jempol  72120 Jempol  Negeri Sembilan Darul Khusus  MALAYSIA","Jempol Hospital, HD Unit","( 06)4592000  2017 /2018","( 06)4581086"
"Kuala Klawang","","","","","",""
"Jelebu Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Haemodialysis UnitHospital JelebuJelebu  71600 Kuala Klawang  Negeri Sembilan Darul Khusus  MALAYSIA","Jelebu Hospital, HD Unit","( 06)6136355  348","( 06)6136252  350"
"Pusat Rawatan Hemodialisis Dkasih Hemodialisis Sdn Bhd, HD Unit","PRIVATE","SUMATHI A/P PERIASAMY;","","","",""
"","","","Pusat Rawatan Hemodialisis Dkasih Hemodialisis Sdn BhdNo 11, 12 & 12 Tingkat AtasJalan 1, Taman Cengal  71600 Kuala Klawang  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Rawatan Hemodialisis Dkasih Hemodialisis Sdn Bhd, HD Unit","06-6134081","06-6134081"
"Kuala Pilah","","","","","",""
"Hospital Tuanku Ampuan Najihah, CAPD Unit","MOH","","","","",""
"","","","CAPD UnitHospital Tuanku Ampuan NajihahKM 3, Jalan Melang, Kampung Gemelang  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","Hospital Tuanku Ampuan Najihah, CAPD Unit","06-4818002","-"
"NSCMH Dialysis Care Cawangan Kuala Pilah, HD Unit","NGO","PAUL PARIMANAM A/L SEGAJANTHAM;","","","",""
"","","","NSCMH Dialysis Care Cawangan Kuala PilahNo. 645/7 &  645/8, Taman Sema  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","NSCMH Dialysis Care Cawangan Kuala Pilah, HD Unit","06-4811154","04-4813337"
"Pusat Dialisis Davita Kuala Pilah, HD Unit","PRIVATE","ISMUL ADHAM BIN MOHD ZAINI;","","","",""
"","","","Pusat Dialisis Davita Kuala PilahLot 1735 & 1736, Jala Wira 2/1Taman Wira Jaya, Jalan Melang  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Davita Kuala Pilah, HD Unit","06-4810626",""
"Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Seri Menanti), HD Unit","PRIVATE","HARKERITH KANDA A/P B.RANJINDER SINGH KANDA;","","","",""
"","","","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Seri Menanti)No.25, Tingkat BawahJalan 9, Melang Point  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Seri Menanti), HD Unit","06-4831743","018-3107723"
"Tuanku Ampuan Najihah Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Haemodialysis UnitHospital Tuanku Ampuan NajihahJalan Melang  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ampuan Najihah Hospital, HD Unit","( 06)4818001  1730","0132300856"
"YKN Dialisis (Kuala Pilah), HD Unit","NGO","BALKISH BINTI BAHARIN;","","","",""
"","","","YKN Dialisis (Sribayu Trading Sdn Bhd)Tingkat Bawah, Lot PT 2285Jalan Bahau - Gentam  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","YKN Dialisis (Kuala Pilah), HD Unit","( 06)4812570","( 06)4812572"
"Tuanku Ampuan Najihah Hospital, MRRB Unit","MOH","BRIAN JOE ANTHONY;","","","",""
"","","","Hospital Tuanku Ampuan NajihahKM 3, Jalan Melang, Kampung Gemelang  72000 Kuala Pilah  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ampuan Najihah Hospital, MRRB Unit","06-4818001","06-4818002"
"Mantin","","","","","",""
"NSCMH Dialysis Care Cawangan Mantin, HD Unit","NGO","UMA SHANKAR A/L M NADARAJAH;","","","",""
"","","","NSCMH Dialysis Care Cawangan MantinNo. 14 & 15, Ground Floor, Jalan Seraya 1Taman Seraya  71700 Mantin  Negeri Sembilan Darul Khusus  MALAYSIA","NSCMH Dialysis Care Cawangan Mantin, HD Unit","06-8508278","011-16069288"
"Pusat Hemodialisis Suria (Mantin), HD Unit","PRIVATE","VIJENDRAN A/L SUPPAYA;","","","",""
"","","","Pusat Hemodialisis Suria (Mantin)No. 8-G & 9-G, Jalan BesarMantin Square  71700 Mantin  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Suria (Mantin), HD Unit","012-3722353",""
"Nilai","","","","","",""
"Nilai Dialysis Centre, HD Unit","PRIVATE","LOW CHING PIOW;","","","",""
"","","","Nilai Dialysis CentrePT 7493, Jalan BBn 1/1EPutra Nilai  71800 Nilai  Negeri Sembilan Darul Khusus  MALAYSIA","Nilai Dialysis Centre, HD Unit","( 06)8503599","( 06)8504314"
"Pusat Dialisis Foresight Dialysis Nilai, HD Unit","PRIVATE","LOW CHING PIOW;","","","",""
"","","","Pusat Dialisis Foresight Dialysis NilaiNo. 2-G & No. 2-1, Jalan Casuarina Desa MelatiBandar Baru Nilai  71800 Nilai  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Foresight Dialysis Nilai, HD Unit","03-60388808","017-2006629"
"Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Nilai), HD Unit","PRIVATE","CHUA HOOI LIM;","","","",""
"","","","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Nilai)No.2G, 3G & 3F, Jalan Cempaka 4/1Desa Cempaka 2, Putra Nilai  71800 Nilai  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Nilai), HD Unit","06-7958101","012-5907723"
"Pusat Hemodialisis USIM-MAINS, HD Unit","PRIVATE","MOHD RADZNIWAN BIN A RASHID;","","","",""
"","","","Pusat Hemodialisis USIM-MAINSKlinik Pakar Kesihatan USIMLot 195, Jln Nilai Square 6Nilai Square  71800 Nilai  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis USIM-MAINS, HD Unit","06-8504929","06-8504921"
"Rawatan Hemodialisis Pusat Dialysis Aquaradiance, HD Unit","PRIVATE","SURAYA BINTI SAHAT;","","","",""
"","","","Rawatan Hemodialisis Pusat Dialysis AquaradianceNo. PT10032-G, PT10033-G, PT10034-GJalan BBN 1/3K, Putra Point  71800 Nilai  Negeri Sembilan Darul Khusus  MALAYSIA","Rawatan Hemodialisis Pusat Dialysis Aquaradiance, HD Unit","016-7607605",""
"Port Dickson","","","","","",""
"Port Dickson Hospital, CAPD Unit","MOH","","","","",""
"","","","CAPD UnitPort Dickson HospitalKM 11, Jalan Pantai  71050 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","Port Dickson Hospital, CAPD Unit","06-6487333","-"
"Haemodialysis Yakin Prima PD, HD Unit","PRIVATE","HIRULZARINA BINTI ISMAIL;","","","",""
"","","","Haemodialysis Yakin Prima PDNo. 1037, PT383, Jalan PantaiBandar Port Dickson  71000 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","Haemodialysis Yakin Prima PD, HD Unit","019-5916765",""
"NSCMH Dialysis Care Cawangan Lukut, HD Unit","NGO","","","","",""
"","","","NSCMH Dialysis Care Cawangan LukutNo. 51 & 52, Lorong Bandar Baru 1/1Bandar Baru Lukut, Port Dickson  71010 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","NSCMH Dialysis Care Cawangan Lukut, HD Unit","06-6510179","011-16076288"
"Port Dickson Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Haemodialysis UnitPort Dickson HospitalKM 11, Jalan Pantai Sirusa  71050 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","Port Dickson Hospital, HD Unit","06 - 6487333  290","( 06)6621094"
"Pusat Dialisis ISUN Dialysis Centre (Port Dickson), HD Unit","PRIVATE","KAVINDRA NARAIN A/L PATMANATHAN;","","","",""
"","","","Pusat Dialisis ISUN Dialysis Centre (Port Dickson)No. 532/30, Taman MewahBatu 1 1/2 Jalan Pantai  71000 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis ISUN Dialysis Centre (Port Dickson), HD Unit","06-6475599","017-6813370"
"Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Port Dickson), HD Unit","PRIVATE","SIOW KIM YOON;","","","",""
"","","","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Port Dickson)No. 14G & First Floor,Jalan Pasar Baru  71000 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Port Dickson), HD Unit","012-7257723",""
"UCSI Hospital, HD Unit","PRIVATE","JOEL GAN WENG YEW;","","","",""
"","","","Haemodialysis Centre UCSI HospitalNo.2, Avenue 3, Persiaran Springhill  71010 Port Dickson  Negeri Sembilan Darul Khusus  MALAYSIA","UCSI Hospital, HD Unit","06-6488888  7005",""
"Rantau","","","","","",""
"Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Rantau), HD Unit","PRIVATE","SIOW KIM YOON;","","","",""
"","","","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Rantau)No.8 G & F, Taman MutiaraJalan Kuala Sawah  71200 Rantau  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Harmoni Hemodialisis (Cawangan Rantau), HD Unit","06-6949620",""
"Rembau","","","","","",""
"Rembau Hospital, CAPD Unit","MOH","","","","",""
"","","","CAPD UnitRembau HospitalKampung Masjid Tanah, Pedas  71300 Rembau  Negeri Sembilan Darul Khusus  MALAYSIA","Rembau Hospital, CAPD Unit","06-6860600","-"
"Pusat Dialisis Davita Rembau, HD Unit","PRIVATE","KAVINDRA NARAIN A/L PATMANATHAN;","","","",""
"","","","Pusat Dialisis Davita RembauPT385 & 386, Taman Sri Rembau  71300 Rembau  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Davita Rembau, HD Unit","06-6852040","-"
"Pusat Dialisis Waqaf An-Nur Mains Rembau, HD Unit","PRIVATE","SUDHAHARAN SIVATHASAN;","","","",""
"","","","Pusat Dialisis Waqaf An-Nur Mains RembauLot 1078, Mukim Rembau  71300 Rembau  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Waqaf An-Nur Mains Rembau, HD Unit","06-6853814",""
"Rembau Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Hospital RembauJalan Dato' Undang Hj Muhamad SharipChembong  71300 Rembau  Negeri Sembilan Darul Khusus  MALAYSIA","Rembau Hospital, HD Unit","06-6860600  863/860","06-6860700"
"Senawang","","","","","",""
"Pusat Hemodialisis Senawang, HD Unit","PRIVATE","SUMATHI A/P PERIASAMY;","","","",""
"","","","Pusat Hemodialisis Senawang(Kumar Urology & Stone Centre Sdn Bhd)No. 228, Lavender Height Business SquareJalan Levender Height 2  70400 Senawang  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Senawang, HD Unit","( 06)6780131","( 06)6780131"
"Pusat Waqaf An-nur (Senawang), HD Unit","PRIVATE","CHEW THIAN FOOK;","","","",""
"","","","Pusat Hemodialisis Klinik Waqaf An-nurNo. 25 & 26, Jalan Taman Komersial Senawang 8  70450 Senawang  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Waqaf An-nur (Senawang), HD Unit","( 06)6789327","( 06)6796269"
"Seremban","","","","","",""
"Tuanku Ja'afar Hospital (Paed), CAPD Unit","MOH","","","","",""
"","","","c/o Haemodialysis / CAPD UnitHospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital (Paed), CAPD Unit","( 06)7684000  4125 /4714","( 06)7684711"
"Tuanku Ja'afar Hospital, CAPD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","CAPD Unit (Adult)Jabatan NefrologiHospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital, CAPD Unit","( 06)7684000  3059/3061","( 06)7684711"
"D'kasih Hemodialisis (Seremban), HD Unit","PRIVATE","NURUL'AZAM BINTI MOHAMED;","","","",""
"","","","D'kasih Hemodialisis Sdn BhdNo. 2309 & 2310, Jalan SJ 10/1Taman Seremban Jaya  70450 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","D'kasih Hemodialisis (Seremban), HD Unit","( 06)6794799","( 06)6794828"
"KPJ Seremban Specialist Hospital, HD Unit","PRIVATE","WAN HAZMY BIN CHE HON;","","","",""
"","","","Dialysis UnitKPJ Seremban Specialist HospitalLot 6219 & 6220, Jalan Toman 1Kemayan Square  70200 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","KPJ Seremban Specialist Hospital, HD Unit","( 06)7677800  2250","( 06)7675900"
"NSCMH 1 Dialysis Care, HD Unit","NGO","C GANDHI A/L K CHEMBALINGAM PILLAY;","","","",""
"","","","NSCMH 1 Dialysis CareNSCMH Medical CentreLot 390, Jalan Tun Dr. Ismail  70200 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","NSCMH 1 Dialysis Care, HD Unit","( 06)7626354","( 06)7622077"
"NSCMH Dialysis Care Cawangan Rantau, HD Unit","NGO","","","","",""
"","","","NSCMH Dialysis Care Cawangan RantauNo. 454-A, Jalan Besar  71200 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","NSCMH Dialysis Care Cawangan Rantau, HD Unit","01116071288","06-6940359"
"Persada Dialysis Centre, HD Unit","PRIVATE","SITI RAKANAN BINTI KEDAH;","","","",""
"","","","Persada Dialysis CentreLot 396 & 397, Jalan Kenanga 1Taman Bukit Chedang  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Persada Dialysis Centre, HD Unit","( 06)7636266","( 06)7636266"
"Pusat Dialisis Davita Seremban, HD Unit","PRIVATE","GAN WEE HIN;","","","",""
"","","","Pusat Dialisis Davita SerembanNo. C-2-1, Jalan Dataran Sentral 3Dataran Sentral  70200 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Davita Seremban, HD Unit","( 06)7621854",""
"Pusat Dialisis Davita Taman Tasik Jaya, HD Unit","PRIVATE","NURUL'AZAM BINTI MOHAMED;","","","",""
"","","","Pusat Dialisis Davita Taman Tasik JayaNo. 38 & 40, Jalan Bunga Raya 9Taman Tasik Jaya  70400 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Davita Taman Tasik Jaya, HD Unit","( 06)6752423","016-2108283"
"Pusat Dialisis Mukmin Seremban, HD Unit","PRIVATE","VAANI VALERIE A/P VISUVANATHAN;","","","",""
"","","","Pusat Dialisis Mukmin Seremban(Gedung Penawar Sdn. Bhd)No. 78A & 79B, Lorong Haruan 5/4Oakland Commerce Square  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Mukmin Seremban, HD Unit","( 06)6010119","( 06)6335226"
"Pusat Dialisis Mukmin Sikamat, HD Unit","PRIVATE","ROSLY BIN MUSTAFFA;","","","",""
"","","","Pusat Dialisis Mukmin Sikamat(Gedung Penawar (NS) Sdn Bhd)No. 6&7, Betaria Business Centre, Sikamat  70400 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Mukmin Sikamat, HD Unit","( 06)7616987",""
"Pusat Dialisis Nephrocare Global (Cawangan Senawang), HD Unit","PRIVATE","CHUA HOOI LIM;","","","",""
"","","","Pusat Dialisis Nephrocare Global (Cawangan Senawang)No. 172, 173, 174 & 175, Aras BawahPusat Perniagaan Lavender HeightsJalan Lavender Heights 5Taman Lavender Heights  70400 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Nephrocare Global (Cawangan Senawang), HD Unit","06-6774057",""
"Pusat Dialisis NKF-Kelab Rotary Nilai Sentral, HD Unit","NGO","NUR DIYANA BINTI ISHAK;","","","",""
"","","","Pusat Dialisis NKF-Kelab Rotary Nilai SentralNo. 36 & 37 Tingkat Bawah, Jalan Rasah Prima 3Pusat Komersial Rasah Prima  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis NKF-Kelab Rotary Nilai Sentral, HD Unit","06-6320218",""
"Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Seremban), HD Unit","PRIVATE","PORKODI A/P V DURAISWAMI;","","","",""
"","","","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Seremban)No. 38 & 39, Jalan Rasah prima 3Pusat Komersial Rasah Prima  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Seremban), HD Unit","06-7613233","011-10786430"
"Pusat Dialysis Azalea, HD Unit","PRIVATE","SITI RAKANAN BINTI KEDAH;","","","",""
"","","","Pusat Dialysis Azalea(Nur Dan Anak Anak Sdn Bhd)No. 312, Jalan S2 B13, Uptown AvenueSeremban 2  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Dialysis Azalea, HD Unit","( 06)6011847","( 06)6016968"
"Pusat Hemodialisis Mawar N. Sembilan (Seremban), HD Unit","NGO","PAUL PARIMANAM A/L SEGAJANTHAM;","","","",""
"","","","Mawar Medical Centre(Pusat Haemodialysis Mawar)No. 71, Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Mawar N. Sembilan (Seremban), HD Unit","( 06)7647048  1200 /1324","06-7647043"
"Pusat Rawatan Dialisis MyKidney Dialysis Centre Rasah, HD Unit","PRIVATE","LIM TENG WEI;","","","",""
"","","","Pusat Rawatan Dialisis MyKidney Dialysis Centre RasahNo.29G, 29-1 & 30G, Jalan Rasah Prima 2Pusat Komersial Rasah Prima  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Rawatan Dialisis MyKidney Dialysis Centre Rasah, HD Unit","06-6316717",""
"Pusat Rawatan Dialisis Seremban Dahlia Dialysis Centre, HD Unit","NGO","PORKODI A/P V DURAISWAMI;","","","",""
"","","","Pusat Rawatan Dialisis Seremban Dahlia Dialysis CentreNo. 492 & 493, Taman KSNSOff Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Rawatan Dialisis Seremban Dahlia Dialysis Centre, HD Unit","( 06)7623087",""
"Pusat Rawatan Haemodialysis Pernama Haemodialysis, HD Unit","PRIVATE","LIM TENG WEI;","","","",""
"","","","Pusat Rawatan Haemodialysis Pernama HaemodialysisNo.235 G & 236 G & FJalan Pusat Perdagangan Sendayan 3/4  71950 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Rawatan Haemodialysis Pernama Haemodialysis, HD Unit","06-7753387","017-3051711"
"Tuanku Ja'afar Hospital (Paed), HD Unit","MOH","CAROLINE ENG SIEW YIN;","","","",""
"","","","Haemodialysis UnitHospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital (Paed), HD Unit","( 06)7684000  4743 /4714","( 06)7684743"
"Tuanku Ja'afar Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Haemodialysis UnitHospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital, HD Unit","( 06)7683055","( 06)7684711"
"Tuanku Ja'afar Hospital, Tx Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Renal Transplant ClinicJabatan NefrologiHospital Tuanku Ja'afarJalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital, Tx Unit","( 06)7684000  4743","( 06)7684731"
"Seremban Specialist Hospital, MRRB Unit","PRIVATE","CHEW THIAN FOOK;","","","",""
"","","","Dialysis UnitSeremban Specialist HospitalLot 6219&6220, Jalan Toman 1Kemayan Square  70200 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Seremban Specialist Hospital, MRRB Unit","( 06)7677800  538","(012)3277356"
"Tuanku Ja'afar Hospital (Paed), MRRB Unit","MOH","CAROLINE ENG SIEW YIN;","","","",""
"","","","Department of Medicine (Paediatric)Hospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital (Paed), MRRB Unit","( 06)7623333","( 06)7604743"
"Tuanku Ja'afar Hospital, MRRB Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Department of MedicineHospital Tuanku Ja'afar Jalan Rasah  70300 Seremban  Negeri Sembilan Darul Khusus  MALAYSIA","Tuanku Ja'afar Hospital, MRRB Unit","( 06)7623333","( 06)7604743"
"Tampin","","","","","",""
"Pusat Hemodialisis Sinar Haemodialysis Sdn Bhd (Cawangan Tampin), HD Unit","PRIVATE","KUEH POH SIEW;","","","",""
"","","","Pusat Hemodialisis Sinar Haemodialysis Sdn Bhd (Cawangan Tampin)No. 8A & 8B, 9A & 9B, Jalan GT Utama 1Taman Gunung Tahan Utama  73000 Tampin  Negeri Sembilan Darul Khusus  MALAYSIA","Pusat Hemodialisis Sinar Haemodialysis Sdn Bhd (Cawangan Tampin), HD Unit","012-6835242","012-7335242"
"Tampin Hospital, HD Unit","MOH","LILY BINTI MUSHAHAR;","","","",""
"","","","Haemodialysis UnitHospital TampinJalan Hj Ahmad Zainuddin  73009 Tampin  Negeri Sembilan Darul Khusus  MALAYSIA","Tampin Hospital, HD Unit","( 06)4411511  1098","06-4412567"
