"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Pusat Hemodialisis Kau Ong Yah Ampang(Ampang Kau Ong Yah Foundation, Selangor and Kuala Lumpur)Lot 6805, Jalan MerdekaKampung Baru Ampang  68000 Ampang  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Kau Ong Yah Ampang, HD Unit","03-42855688","gainjane@gmail.com"
"Pusat Rawatan Dialisis Islah (KL), HD Unit","PRIVATE","A LATIF BIN PARDI;","","","",""
"","","","Pusat Rawatan Dialisis Islah(Islah Dialisis Sdn Bhd)Blok A2-G-02 & A3-G-01, Hata Square, Jalan Mewah 1/3Pandan Mewah  58100 Ampang  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Islah (KL), HD Unit","( 03)42919957","prdi_ampang@islahdialisis.com"
"KPJ Ampang Puteri Specialist Hospital, Tx Unit","PRIVATE","PHILIP N. JEREMIAH;","","","",""
"","","","Renal Transplant ClinicSuit 1-7, KPJ Ampang Puteri Specialist HospitalNo. 1, Jalan Mamanda 9,Taman Dato' Ahmad Razali  68000 Ampang  Selangor Darul Ehsan  MALAYSIA","KPJ Ampang Puteri Specialist Hospital, Tx Unit","( 03)42722500  1249","-"
"Ampang Hospital, MRRB Unit","MOH","NORAZINIZAH BINTI AHMAD MISWAN;","","","",""
"","","","Haemodialysis UnitAmpang HospitalJalan Mewah Utara, Pandan Mewah  68000 Ampang  Selangor Darul Ehsan  MALAYSIA","Ampang Hospital, MRRB Unit","03-4289600",""
"KPJ Ampang Puteri Specialist Hospital, MRRB Unit","PRIVATE","PHILIP N. JEREMIAH;","","","",""
"","","","Suit 1-7, 1st Floor, KPJ Ampang Puteri Specialist Hospital1, Jalan Mamanda 9Taman Dato' Ahmad Razali  68000 Ampang  Selangor Darul Ehsan  MALAYSIA","KPJ Ampang Puteri Specialist Hospital, MRRB Unit","( 03)42702500",""
"Bandar Baru Bangi","","","","","",""
"Hospital Pakar An-nur Specialist Hospital, HD Unit","PRIVATE","MAISARA BINTI YUSRA;","","","",""
"","","","Hospital Pakar An-nur Specialist HospitalJalan Gerbang Wawasan 1Seksyen 15  43650 Bandar Baru Bangi  Selangor Darul Ehsan  MALAYSIA","Hospital Pakar An-nur Specialist Hospital, HD Unit","03-89235500  5564","nurulnuha.annur@gmail.com"
"Pusat Hemodialisis Amethyst, HD Unit","PRIVATE","MANIVANNAN A/L MUNISAMY;","","","",""
"","","","Pusat Hemodialisis AmethystNo. 4 & 4-1, Jalan 4/12AFasa 4 Tambahan  43650 Bandar Baru Bangi  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Amethyst, HD Unit","03-89251129","amdc.enquiry@gmail.com"
"Bandar Puncak Alam","","","","","",""
"Unit Peritoneal Dialisis Hospital UiTM (Bandar Puncak Alam), CAPD Unit","UNIVERSITY","MUHAMMAD IQBAL BIN ABDUL HAFIDZ;","","","",""
"","","","Unit Peritoneal DialisisHospital Pengajar UiTMKampus UiTM Puncak Alam  42300 Bandar Puncak Alam  Selangor Darul Ehsan  MALAYSIA","Unit Peritoneal Dialisis Hospital UiTM (Bandar Puncak Alam), CAPD Unit","03-33963000  12603","renaluitm@gmail.com"
"Pusat Dialisis Foresight Dialysis Bandar Puncak Alam, HD Unit","PRIVATE","MAISARAH BINTI JALALONMUHALI;","","","",""
"","","","Pusat Dialisis Foresight Dialysis Bandar Puncak AlamNo. 20-1, 20-2, 22-1 & 22-2, Jalan Dataran Suria15/7/3 Seksyen 15  42300 Bandar Puncak Alam  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Foresight Dialysis Bandar Puncak Alam, HD Unit","03-33934164","bandarpuncakalam@foresightdialysis.com"
"Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Puncak Alam), HD Unit","PRIVATE","ELANGKEERAN A/L M KRISHNAN;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Puncak Alam)No. 19, 19A & 21, 21A, Jalan Niaga Bestari 5Puncak Alam  42300 Bandar Puncak Alam  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Puncak Alam), HD Unit","010-2753307","pdnk.puncakalam@gmail.com"
"Unit Hemodialisis Hospital UiTM (Bandar Puncak Alam), HD Unit","UNIVERSITY","MUHAMMAD IQBAL BIN ABDUL HAFIDZ;","","","",""
"","","","Unit Hemodialisis,Hospital Pengajar UiTMKampus UiTM Puncak Alam  42300 Bandar Puncak Alam  Selangor Darul Ehsan  MALAYSIA","Unit Hemodialisis Hospital UiTM (Bandar Puncak Alam), HD Unit","03-33963000  12603","renaluitm@gmail.com"
"Hospital Al-Sultan Abdullah UiTM (Bandar Puncak Alam), Tx Unit","UNIVERSITY","","","","",""
"","","","Hospital Al-Sultan Abdullah UiTM (Bandar Puncak Alam)  52300 Bandar Puncak Alam  Selangor Darul Ehsan  MALAYSIA","Hospital Al-Sultan Abdullah UiTM (Bandar Puncak Alam), Tx Unit","03-33963000  3200/3207",""
"Bangi","","","","","",""
"Bangi Dialysis Centre, HD Unit","PRIVATE","CHRISTOPHER LIM THIAM SEONG;","","","",""
"","","","Bangi Dialysis Centre Sdn BhdNo. 909G & 910G, Kompleks Diamond, Bangi Business ParkBandar Baru Bangi  43650 Bangi  Selangor Darul Ehsan  MALAYSIA","Bangi Dialysis Centre, HD Unit","( 03)82100700","bangidialysiscentre640738@gmail.com"
"Ibnu Al-Nafis Dialysis Centre, HD Unit","PRIVATE","MAISARA BINTI YUSRA;","","","",""
"","","","Ibnu Al-Nafis Dialysis CentreLOT 12A & 12B, JALAN 3/70, SEKSYEN 3 TAMBAHANBandar Baru Bangi  43650 Bangi  Selangor Darul Ehsan  MALAYSIA","Ibnu Al-Nafis Dialysis Centre, HD Unit","( 03)89203779","ibnualnafis123@gmail.com"
"Pusat Perubatan Dialisis (Bangi), HD Unit","PRIVATE","NOR HASHIMAH BINTI AMATOKIRAN;","","","",""
"","","","Pusat Perubatan DialisisNo. 409, Kompleks Diamond, Bangi Business ParkBandar Baru Bangi  43650 Bangi  Selangor Darul Ehsan  MALAYSIA","Pusat Perubatan Dialisis (Bangi), HD Unit","( 03)89255526","ppdcerqofy@gmail.com"
"Suriya Dialysis Centre, HD Unit","PRIVATE","","","","",""
"","","","Suriya Dialysis CentreNo. 21, Jalan 9/2 Seksyen 9Taman IKD , Bandar Baru Bangi  43650 Bangi  Selangor Darul Ehsan  MALAYSIA","Suriya Dialysis Centre, HD Unit","( 03)89269954","suriyadialysisbangi@gmail.com"
"Universiti Kebangsaan Malaysia Bangi, HD Unit","UNIVERSITY","ABDUL HALIM BIN ABDUL GAFOR;","","","",""
"","","","Haemodialysis Unit Pusat Kesihatan PelajarUniversiti Kebangsaan MalaysiaUniversiti Kebangsaan Malaysia  43650 Bangi  Selangor Darul Ehsan  MALAYSIA","Universiti Kebangsaan Malaysia Bangi, HD Unit","( 03)89213268",""
"Banting","","","","","",""
"Banting Hospital, HD Unit","MOH","SHAHNAZ BINTI SHAH FIRDAUS KHAN;","","","",""
"","","","Hemodialisis UnitHospital BantingJalan Sultan Alam Shah  42700 Banting  Selangor Darul Ehsan  MALAYSIA","Banting Hospital, HD Unit","( 03)31871333  397 / 398","1@yahoo.com.my"
"Pusat Dialisis Indah (Banting), HD Unit","PRIVATE","TAMILVANI A/P ARUMUGAM;","","","",""
"","","","Pusat Dialisis Indah (Banting)No. 172 Jalan NilamTaman Nilam  42700 Banting  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Indah (Banting), HD Unit","03-31878430",""
"Pusat Dialisis Velmed, HD Unit","PRIVATE","MOHAN A/L RAMACHANDRAN;","","","",""
"","","","Pusat Dialisis VelmedNo.54, 56, 56A, Jalan Emas 7Bandar Sungai Emas  42700 Banting  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Velmed, HD Unit","03-31803825","velmedmedicare@gmail.com"
"Pusat Hemodialisis Persatuan Kebajikan Pusat Chee Beng Chan Banting, HD Unit","NGO","LOO CHEE YEAN;","","","",""
"","","","Pusat Hemodialisis Persatuan Kebajikan Pusat Chee Beng Chan BantingNo. 5, Jalan Bunga Pekan 1,Banting, Kuala Langat  42700 Banting  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Persatuan Kebajikan Pusat Chee Beng Chan Banting, HD Unit","03-31840513","phcbengchan@gmail.com"
"Pusat Rawatan Hemodialysis Felina, HD Unit","PRIVATE","MUHAMMAD ASHRAF BIN MOHD PADZIL;","","","",""
"","","","Pusat Rawatan Hemodialysis Felina(Gedung Penawar Sdn Bhd)JKR 61, Jalan MahkamahTelok Datok  42700 Banting  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Hemodialysis Felina, HD Unit","( 03)31803368","pdmfelina@gedungpenawar.com"
"SJAM-KPS Haemodialysis Centre 3 (Banting), HD Unit","NGO","KENNETH LAI KOAH KIEN;","","","",""
"","","","Pusat Hemodialisis Banting Yayasan NanyangSt John Ambulans Malaysia, Kawasan Pantai SelangorDG5, DG7 & DG9, Jln Seri Pekan 5Medan Seri Pekan  42700 Banting  Selangor Darul Ehsan  MALAYSIA","SJAM-KPS Haemodialysis Centre 3 (Banting), HD Unit","03-31809005","st3@sjamsde.org.my"
"Batang Kali","","","","","",""
"Pusat Dialisis Davita Antara Gapi, HD Unit","PRIVATE","ZANNAT BEGAM BINTI SAWAL HAMID;","","","",""
"","","","Pusat Dialisis Davita Antara GapiLot 4-G & LG dan 5-G & LGJalan Empurau 1, Taman Empurau  44300 Batang Kali  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Davita Antara Gapi, HD Unit","03-60660355","nurulsyakila.rusly@davita.com"
"Pusat Dialisis Nephrocare (Cawangan Batang Kali)","PRIVATE","LOW LI YAM;","","","",""
"","","","Pusat Hemodialisis Syifa(Ain Murni Management Sdn Bhd)No. 16, Jalan Mahagoni 2A/7, Tamu HillBandar Utama Batang Kali  44300 Batang Kali  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Nephrocare (Cawangan Batang Kali)","(016)9982202","nzmy80@gmail.com"
"Pusat Dialisis Yayasan Veteran ATM (Cawangan Batang Kali), HD Unit","PRIVATE","MUHAMMAD RASHID BIN SHERDILL;","","","",""
"","","","Pusat Dialisis Yayasan Veteran ATM (Cawangan Batang Kali)No. 2 (Tingkat Bawah), Jalan Mahagoni 9Oasis Seksyen 4, Bandar Utama Batang Kali  44300 Batang Kali  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Yayasan Veteran ATM (Cawangan Batang Kali), HD Unit","03-60574544","dvetbk@gmail.com"
"Batu Caves","","","","","",""
"Selayang Hospital (Paed), CAPD Unit","MOH","","","","",""
"","","","CAPD Unit (Paed)Hospital SelayangLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital (Paed), CAPD Unit","( 03)61263233  8015 /8016",""
"Selayang Hospital, CAPD Unit","MOH","","","","",""
"","","","Unit PD (Adult)Selayang HospitalLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital, CAPD Unit","( 03)61263233  3081",""
"EAM Dialysis Centre, HD Unit","PRIVATE","CHOY KWAN LOONG;","","","",""
"","","","EAM Dialysis Centre (Edaran Arif Medik Sdn Bhd)No. 9A, Jalan SG3/1, Pusat Bandar Sri GombakTaman Sri Gombak  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","EAM Dialysis Centre, HD Unit","( 03)61892041","eamdialysiscentresdnbhd@gmail.com"
"Platinum Dialysis Centre, HD Unit","PRIVATE","LOW LI YAM;","","","",""
"","","","Platinum Dialysis CentreNo. 12 A-G & No 16, Jalan OS 1/3One Selayang, Business Centre  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Platinum Dialysis Centre, HD Unit","( 03)61311575","platinumselayang@gmail.com"
"Pusat Dialisis NKF-Rotary Damansara, HD Unit","NGO","GOH BAK LEONG;","","","",""
"","","","Pusat Dialisis NKF-Rotary Damansara(National Kidney Foundation of Malaysia)No. 30 - 32, Tingkat bawah, Jalan PS9Taman Prima Selayang  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis NKF-Rotary Damansara, HD Unit","( 03)61371884","slyg_nkf@yahoo.com"
"Pusat Dialisis Yayasan Veteran ATM (Sunway Batu Caves), HD Unit","PRIVATE","ZALEHA BINTI SHA'ABAN;","","","",""
"","","","Pusat Dialisis Yayasan Veteran ATM(Cawangan Sunway Batu Caves)No. 18G, Jalan SM4, Taman Sunway Batu Caves  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Yayasan Veteran ATM (Sunway Batu Caves), HD Unit","( 03)61881292","dvetbc@gmail.com"
"Pusat Hemodialisis MAIWP-PICOMS (Batu Muda), HD Unit","PRIVATE","MOHD JOHAN BIN MOHD JOHARI;","","","",""
"","","","Pusat Hemodialisis MAIWP-PICOMSNo. 3, Jalan 31/10ATaman Perindustrian IKSTaman Batu Muda  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis MAIWP-PICOMS (Batu Muda), HD Unit","( 03)61869509","hayati@picoms.edu.my"
"Pusat Hemodialisis Permata, HD Unit","PRIVATE","BENJAMIN SINNAPPAN A/L ARULANANDHU;","","","",""
"","","","Pusat Hemodialisis Permata Sdn BhdNo. 35, Jalan PS 8Taman Prima Selayang  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Permata, HD Unit","( 03)61202467","phpermata@yahoo.com"
"Pusat Rawatan Dialisis Islah (Cawangan Batu Caves), HD Unit","PRIVATE","A LATIF BIN PARDI;","","","",""
"","","","Pusat Rawatan Dialisis Islah (Cawangan Batu Caves)No. 63, 64 & 65 (Tingkat Bawah), Jalan 3Batu Caves Centre Point  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Islah (Cawangan Batu Caves), HD Unit","03-61894010","prdi_btcaves@islahdialisis.com"
"Pusat Rawatan Dialisis Islah (Prima Sri Gombak), HD Unit","PRIVATE","MARLIZAN BIN MUHAMMAD YUSOFF;","","","",""
"","","","Pusat Rawatan Dialisis IslahNo. 117 &118, Jalan Prima SG4Prima Sri Gombak  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Islah (Prima Sri Gombak), HD Unit","( 03)61896010","prdi_prima@islahdialisis.com"
"Pusat Rawatan Dialisis Islah (Selayang), HD Unit","PRIVATE","MARLIZAN BIN MUHAMMAD YUSOFF;","","","",""
"","","","Pusat Rawatan Dialisis Islah No. 17 & 17A, Jalan PS 8Taman Prima SelayangJalan Rawang  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Islah (Selayang), HD Unit","( 03)61205170","prdi_slyang@islahdialisis.com"
"Sai Ananda Haemodialysis Centre, HD Unit","NGO","ELAMBALA A/P RAM SAROOP;","","","",""
"","","","Sai Ananda Haemodialysis CentreNo. 340, Jalan 2/2, Off Jalan Laksamana 2Kampong Laksamana  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Sai Ananda Haemodialysis Centre, HD Unit","03-61786587","freedialysis@saiananda.org.my"
"Selayang Hospital (Paed), HD Unit","MOH","","","","",""
"","","","Haemodialysis Unit (Paed), Ward 8BHospital SelayangLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital (Paed), HD Unit","( 03)61203233  8015 /8016",""
"Selayang Hospital, HD Unit","MOH","","","","",""
"","","","Haemodialysis / CAPD Unit (Adult)Hospital Selayang Lebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital, HD Unit","( 03)61203233  3077 /3085","sarudin@selayanghospital.gov.my"
"Selayang Hospital, Tx Unit","MOH","","","","",""
"","","","Renal Transplant Clinic (Nephrology Clinic) Hospital SelayangLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital, Tx Unit","( 03)61263333  7007","-"
"Selayang Hospital (Paed), MRRB Unit","MOH","","","","",""
"","","","Department of Paediatric MedicineHospital SelayangLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital (Paed), MRRB Unit","( 03)61203233",""
"Selayang Hospital, MRRB Unit","MOH","BEE BOON CHEAK;","","","",""
"","","","Department of NephrologyHospital SelayangLebuhraya Selayang-Kepong  68100 Batu Caves  Selangor Darul Ehsan  MALAYSIA","Selayang Hospital, MRRB Unit","( 03)61203233",""
"Beranang","","","","","",""
"Foresight Dialysis Bandar Tasik Kesuma, HD Unit","PRIVATE","MOHAMAD SABRY BIN LAYA;","","","",""
"","","","Foresight Dialysis Bandar Tasik KesumaNo. 37 & 39, Jalan 3/3,Bandar Tasik Kesuma  43700 Beranang  Selangor Darul Ehsan  MALAYSIA","Foresight Dialysis Bandar Tasik Kesuma, HD Unit","012-6598289","bandartasikkesuma@foresightdialysis.com"
"Bestari Jaya","","","","","",""
"Klinik Waqaf An-Nur (Ijok), HD Unit","PRIVATE","SITI SARAH WAHIDAH BINTI WAHID;","","","",""
"","","","Klinik Waqaf An-NurMasjid Nurul ImanBatu 8 Ijok  58000 Bestari Jaya  Selangor Darul Ehsan  MALAYSIA","Klinik Waqaf An-Nur (Ijok), HD Unit","( 03)32792490",""
"Pusat Dialisis Davita Batang Berjuntai, HD Unit","PRIVATE","ANBUCHELVAN A/L MUNIANDY;","","","",""
"","","","Pusat Dialisis Davita Batang BerjuntaiNo. 16G & 18G, Jalan Aman Suria  45600 Bestari Jaya  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Davita Batang Berjuntai, HD Unit","016-2267683",""
"Pusat Hemodialisis Bestari Jaya, HD Unit","MOH","","","","",""
"","","","Pusat Hemodialisis Bestari JayaKlinik Kesihatan Bestari JayaJalan Kampong  45600 Bestari Jaya  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Bestari Jaya, HD Unit","( 03)32710104",""
"Bukit Beruntung","","","","","",""
"Pusat Dialisis Yayasan Veteran ATM (Bukit Sentosa), HD Unit","PRIVATE","ZALEHA BINTI SHA'ABAN;","","","",""
"","","","Pusat Dialisis Yayasan Veteran ATM No. 47 & 49, Jln Orkid 1F, Perniagaan Jln OrkidBukit Sentosa  48300 Bukit Beruntung  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Yayasan Veteran ATM (Bukit Sentosa), HD Unit","03-60212572","dvetbs@gmail.com"
"Pusat Rawatan Dialisis EAM Dialysis Centre, HD Unit","PRIVATE","CHEW SHIAO SIONG;","","","",""
"","","","Pusat Rawatan Dialisis EAM Dialysis CentreNo. 11-G, 11-1 & 13-G, 13-1, Jalan Adenium2G/11, Pusat Perniagaan Adenium  48300 Bukit Beruntung  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis EAM Dialysis Centre, HD Unit","03-60217678","eamdialysiscentresdnbhd@gmail.com"
"Cheras","","","","","",""
"Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Cheras), HD Unit","PRIVATE","MOHAMMAD SHAZLI BIN ABDUL RAHMAN;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Cheras)No. 3, 3A, 5 & 5A, Jalan Perniagaan Masria 1Pust Perniagaan Masria, Batu 9  43200 Cheras  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Amal MAAEDICARE (Cheras), HD Unit","016-3398765","cheras@maamedicare.org"
"Cyberjaya","","","","","",""
"Hospital Cyberjaya, HD Unit","MOH","ALIA ZUBAIDAH BINTI BAHTAR;","","","",""
"","","","Hospital CyberjayaPersiaran Multimedia, Cyber 11  63000 Cyberjaya  Selangor Darul Ehsan  MALAYSIA","Hospital Cyberjaya, HD Unit","03-88733500  11604","erichaselan@moh.gov.my"
"Pusat Dialisis Mustapha Kamal, HD Unit","PRIVATE","SHAWALUDIN BIN HUSIN;","","","",""
"","","","Pusat Dialisis Mustapha KamalMasjid Cyberjaya 10Persiaran Aspirasi, Cyber 10  63000 Cyberjaya  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Mustapha Kamal, HD Unit","016-2959670","pdmmustaphakamal@gedungpenawar.com"
"Pusat Hemodialisis FOMEMA Haemodialysis Cyberjaya, HD Unit","PRIVATE","ABDUL HALIM BIN SHER JUNG;","","","",""
"","","","Pusat Hemodialisis FOMEMA Haemodialysis CyberjayaC-01-08, Tamarind Square,Persiaran Multimedia, Cyber 10  63000 Cyberjaya  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis FOMEMA Haemodialysis Cyberjaya, HD Unit","016-3623177","fh.cyberjaya@fomemadialysis.com.my"
"Pusat Rawatan Dialisis EAM Dialysis Centre (Cyberjaya), HD Unit","PRIVATE","FONG VOON KEN;","","","",""
"","","","Pusat Rawatan Dialisis EAM Dialysis CentreC-G-11 & C-1-11, Jalan Vita 2Plaza Crystal Ville, Lingkaran Cyberpoint Timur  63000 Cyberjaya  Selangor Darul Ehsan  MALAYSIA","Pusat Rawatan Dialisis EAM Dialysis Centre (Cyberjaya), HD Unit","03-83193977","eamdialysiscentresdnbhd@gmail.com"
"Dengkil","","","","","",""
"Pusat Dialisis Davita Kota Warisan, HD Unit","PRIVATE","BAHRIN SHAH BIN BAHARUDIN;","","","",""
"","","","Pusat Dialisis Davita Kota WarisanLot 36G, 38G & 40G, Jasper Square Sunsuria City @ Sepang  43900 Dengkil  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Davita Kota Warisan, HD Unit","03-86842402",""
"Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Jenderam), HD Unit","PRIVATE","RUSLINDA BINTI MUSTAFAR;","","","",""
"","","","Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Jenderam)No.17G, 17-1 & 18G, 18-1, Jalan JD 1Taman Jenderam Damai  43800 Dengkil  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Jenderam), HD Unit","03-87689273","sinarjenderam@gmail.com"
"Pusat Perubatan Dialisis (Dengkil), HD Unit","PRIVATE","NOR HASHIMAH BINTI AMATOKIRAN;","","","",""
"","","","Pusat Perubatan Dialisis DengkilNo. 3, Jalan Seri Delima 1Taman Seri Delima  43800 Dengkil  Selangor Darul Ehsan  MALAYSIA","Pusat Perubatan Dialisis (Dengkil), HD Unit","( 03)87680620","ppddengkil@gmail.com"
"Hulu Langat","","","","","",""
"Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Hulu Langat), HD Unit","PRIVATE","HANISAH BINTI AKBAR TAJUDIN;","","","",""
"","","","Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Hulu Langat)No. 19, 19A, 19B & 21, 21A, 21B, Jalan Langat Ceria 4Taman Langat Ceria  43100 Hulu Langat  Selangor Darul Ehsan  MALAYSIA","Pusat Hemodialisis Baheej Haemodialysis Sdn Bhd (Cawangan Hulu Langat), HD Unit","03-90820234","kophealthcare.hululangat@sinarhdu.com"
"Jenjarom","","","","","",""
"Pusat Dialisis Foresight Dialysis Bandar Saujana Putra, HD Unit","PRIVATE","KHAIRUN NADZAR BIN MOHD DAHLAN;","","","",""
"","","","Pusat Dialisis Foresight Dialysis Bandar Saujana PutraNo. 26-G & 28-G, Pusat Perdagangan BSP Jalan SP 5/4,Bandar Saujana Putra  42610 Jenjarom  Selangor Darul Ehsan  MALAYSIA","Pusat Dialisis Foresight Dialysis Bandar Saujana Putra, HD Unit","012-6598289","bandarsaujanaputra@foresightdialysis.com"
"Kajang","","","","","",""
"Kajang Hospital, CAPD Unit","MOH","SADANAH AQASHIAH BINTI MAZLAN;","","","",""
"","","","Hospital KajangJln Semenyih  43000 Kajang  Selangor Darul Ehsan  MALAYSIA","Kajang Hospital, CAPD Unit","03-89133333  1119",""
"Serdang Hospital, CAPD Unit","MOH","GOH BAK LEONG;","","","",""
"","","","CAPD UnitHospital SerdangJalan Puchong  43000 Kajang  Selangor Darul Ehsan  MALAYSIA","Serdang Hospital, CAPD Unit","( 03)89475555  1259",""
"Kajang Hospital, HD Unit","MOH","SADANAH AQASHIAH BINTI MAZLAN;","","","",""
"","","","Haemodialysis UnitHospital KajangJalan Semenyih  43000 Kajang  Selangor Darul Ehsan  MALAYSIA","Kajang Hospital, HD Unit","( 03)89133333  1326 /3262","hdukajang@gmail.com"
"KPJ Kajang Specialist Hospital, HD Unit","PRIVATE","ONG TZE ZEN;","","","",""
"","","","Haemodialysis UnitKPJ Kajang Specialist HospitalBatu 14, Jalan CherasKampung Sungai Kantan  43000 Kajang  Selangor Darul Ehsan  MALAYSIA","KPJ Kajang Specialist Hospital, HD Unit","( 03)87692999  2880","adminoficer@kpjkajang.com"
"Pusat Dialisis Airah, HD Unit","PRIVATE","FADZLIYANA BINTI MOHD YUSOFF;","","","",""
