"name","sector","drInCharge","address","addressWithUnit","tel","email"
"KPJ Batu Pahat Specialist Hospital, HD Unit","PRIVATE","KAMARUL ARIFFIN HAMZAH;","","","",""
"","","","KPJ Batu Pahat Specialist Hospital
No.1, Jalan Mutiara Gading 1
Taman Mutiara Gading  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","KPJ Batu Pahat Specialist Hospital, HD Unit","07-4591000","bpsh@kpjbatupahat.com"
"Pantai Hospital Batu Pahat, HD Unit","PRIVATE","EMA JULIATY BINTI JAMALUDDIN;","","","",""
"","","","Haemodialysis Unit
Pantai Hospital Batu Pahat
95, Jalan Bintang Satu
Taman Koperasi Bahagia  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pantai Hospital Batu Pahat, HD Unit","( 07)4338811  8063",""
"Pusat Dialisis PERKESO (Cawangan Batu Pahat), HD Unit","PRIVATE","JACKY TEIN FUWEN;","","","",""
"","","","Pusat Dialisis PERKESO (Cawangan Batu Pahat)
Aras Bawah, No. 14, 16, 18 & 20 
Jalan Maju Timur, Tman Maju  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Dialisis PERKESO (Cawangan Batu Pahat), HD Unit","014-3894409","ncm.batupahat@nephro.com"
"Pusat Haemodialisis Algazel, HD Unit","PRIVATE","ZULKIFLI BIN TAAT;","","","",""
"","","","Pusat Haemodialisis Algazel
No 1 & 2, Jalan Universiti 2
Taman Universiti
Parit Raja  86400 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Haemodialisis Algazel, HD Unit","07-4541418","hemodialisis.algazel@gmail.com"
"Pusat Haemodialisis Rotary, Batu Pahat, HD Unit","NGO","AHMED KAMAL KHAIRON BIN IBRAHIM;","","","",""
"","","","Pusat Haemodialisis Rotary, Batu Pahat
14 & 16, Jalan Bintang 1
Taman Koperasi Bahagia  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Haemodialisis Rotary, Batu Pahat, HD Unit","( 07)4318885","dialysisrotarybp@gmail.com"
"Pusat Hemodialisis Darul Ta'zim (Batu Pahat), HD Unit","PRIVATE","ZULKIFLI BIN MOHD SHAH;","","","",""
"","","","Pusat Hemodialisis Darul Ta'zim
No. 7, Jalan Bunga Tanjung  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Darul Ta'zim (Batu Pahat), HD Unit","( 07)4384862","phdtbpt2@gmail.com"
"Pusat Hemodialisis Darul Ta'zim (Parit Raja), HD Unit","PRIVATE","NORULKAMAR BIN SOIN;","","","",""
"","","","Pusat Hemodialisis Darul Ta'zim (Parit Raja)
No. 12 & 14, Jalan Siswa Jaya 1
Medan niaga Siswa Jaya, Parit Raja  86400 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Darul Ta'zim (Parit Raja), HD Unit","( 07)4541799","phdtparitraja@gmail.com"
"Pusat Hemodialisis Majlis Agama Islam Negeri Johor, HD Unit","PRIVATE","NORULKAMAR BIN SOIN;","","","",""
"","","","Pusat Hemodialisis Majlis Agama Islam Negeri Johor
(Sinar Haemodialysis Sdn Bhd)
Bangunan Wakaf, Jalan Tanah Merah  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Majlis Agama Islam Negeri Johor, HD Unit","( 07)4335242","sinarmaijclinical@gmail.com"
"Pusat Hemodialisis Sejahtera (Batu Pahat), HD Unit","PRIVATE","AHMED KAMAL KHAIRON BIN IBRAHIM;","","","",""
"","","","Pusat Hemodialisis Sejahtera Sdn Bhd
No. 4 & 5, Jalan Sri Sulong
Taman Sri Sulong Mewah
Parit Sulong  83500 Batu Pahat  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sejahtera (Batu Pahat), HD Unit","07-4185311","sejahterabp@yahoo.com"
"Sinar Haemodialysis (Cawangan Batu Pahat), HD Unit","PRIVATE","FOO SEE FONG;","","","",""
"","","","Sinar Haemodialysis Sdn Bhd  (Cawangan Batu Pahat) 
No. 26 & 28 Jalan Penjaja 3, Kim's Park Business Centre  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Sinar Haemodialysis (Cawangan Batu Pahat), HD Unit","( 07)4322691","sinarcawbp@gmail.com"
"Syukur Haemodialysis (Batu Pahat), HD Unit","PRIVATE","HISHAMUDDIN BIN ABDUL RAHMAN;","","","",""
"","","","Syukur Haemodialysis (Batu Pahat)
No. 29, 30 & 30A,
Jalan Komersil Pantai 3A,
Pusat Komersil Pantai  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Syukur Haemodialysis (Batu Pahat), HD Unit","014-3548484","syukurhdbp@gmail.com"
"Hospital Sultanah Nora Ismail, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis  Unit)
Hospital Sultanah Nora Ismail
Jalan Korma  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Hospital Sultanah Nora Ismail, Tx Unit","( 07)4363000  3152 /3153",""
"Hospital Sultanah Nora Ismail, MRRB Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Hospital Batu Pahat  83000 Batu Pahat  Johor Darul Takzim  MALAYSIA","Hospital Sultanah Nora Ismail, MRRB Unit","-","-"
"Benut","","","","","",""
"Seri Benut Dialysis, HD Unit","PRIVATE","ABU BAKAR BIN MUHAMMAD;","","","",""
"","","","Seri Benut Dialysis Sdn Bhd
No. 2, Jalan Desa Indah 1
Taman Desa Indah  82200 Benut  Johor Darul Takzim  MALAYSIA","Seri Benut Dialysis, HD Unit","( 07)6906905","seribenutdialysis@gmail.com"
"Bukit Gambir","","","","","",""
"Pusat Hemodialisis Arrraudhah (Gambir), HD Unit","PRIVATE","","","","",""
"","","","Pusat Hemodialisis Arrraudhah (Gambir) Sdn Bhd
No. 23, Jalan Melor
Taman Melor Utama  84800 Bukit Gambir  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Arrraudhah (Gambir), HD Unit","018-6660996","arraudhahwecarebg@gmail.com"
"Gelang Patah","","","","","",""
"Pusat Hemodialisis Rahimra, HD Unit","PRIVATE","JUMIAH BINTI SAMID;","","","",""
"","","","Pusat Hemodialisis Rahimra Sdn Bhd
No. 39, 41 & 43, Jalan NIP 2/5
Taman Perindustrian Nusajaya 2  79200 Gelang Patah  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Rahimra, HD Unit","( 07)5548800","rahimradialisis43@gmail.com"
"Gemas Baru","","","","","",""
"NSCMH Dialysis Care Cawangan Gemas, HD Unit","NGO","PAUL PARIMANAM A/L SEGAJANTHAM;","","","",""
"","","","NSCMH Dialysis Care Cawangan Gemas
No. 21, Ground Floor, Jalan Orkid 1
Taman Megah  73400 Gemas Baru  Johor Darul Takzim  MALAYSIA","NSCMH Dialysis Care Cawangan Gemas, HD Unit","07-9483039","dialysisgemas@gmail.com"
"Iskandar Puteri","","","","","",""
"Pusat Hemodialisis Anjung Dialysis Centre, HD Unit","PRIVATE","AB SAMAD BIN SAID;","","","",""
"","","","Pusat Hemodialisis Anjung Dialysis Centre
Lot R25, R26, R27 & R28, Ground Floor
Anjung Neighbourhood Centre
No.5 Persiaran Ledang Heights  79250 Iskandar Puteri  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Anjung Dialysis Centre, HD Unit","07-5090909","prasarana_teguh@yahoo.com"
"Johor Bahru","","","","","",""
"Johor Specialist Hospital, CAPD Unit","PRIVATE","","","","",""
"","","","Johor Specialist Hospital
39B, Jalan Abdul Samad  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Johor Specialist Hospital, CAPD Unit","07-2253000",""
"Puteri Specialist Hospital, CAPD Unit","PRIVATE","AHMAD FAUZI BIN HJ ABDUL RAHMAN;","","","",""
"","","","CAPD Unit / Haemodialysis Unit
Puteri Specialist Hospital
No. 33, Jalan Tun Abdul Razak, Susur 5  80000 Johor Bahru  Johor Darul Takzim  MALAYSIA","Puteri Specialist Hospital, CAPD Unit","( 07)2253222  289","-"
"Sultan Ismail Hospital (Paed), CAPD Unit","MOH","NG WEN YING;","","","",""
"","","","Ward 8C (CAPD Unit)
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital (Paed), CAPD Unit","( 07)3565000  8304 /8303",""
"Sultan Ismail Hospital, CAPD Unit","MOH","FARIZ BIN NORDIN;","","","",""
"","","","CAPD Unit
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital, CAPD Unit","07-3565000","hsicapd@gmail.com"
"Sultanah Aminah Hospital, CAPD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","CAPD Unit
Bangunan Siantan
Hospital Sultanah Aminah  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultanah Aminah Hospital, CAPD Unit","( 07)2231666  4213","-"
"Coop Dialisis, HD Unit","PRIVATE","NAFIZA BINTI MOHAMED;","","","",""
"","","","Coop Dialisis
(Kopris Dialysis Sdn Bhd
No 47 & 49, Jalan Uda Utama 3/14
Bandar Uda Utama  81200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Coop Dialisis, HD Unit","( 07)2342410","kopris_dialysis@yahoo.com.my"
"JJ Lions Dialysis Centre, HD Unit","NGO","KOH CHIN TUAN;","","","",""
"","","","JJ Lions Dialysis Centre
No. 110, 112 & 114, Jalan Bakawali 52
Taman Johor Jaya  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","JJ Lions Dialysis Centre, HD Unit","( 07)3576233","jjlionsdc@gmail.com"
"Johor Specialist Hospital, HD Unit","PRIVATE","YUDISTHRA A/L M. GANESHADEVA;","","","",""
"","","","Haemodialysis Unit
Johor Specialist Hospital
No. 39-B, Jalan Abdul Samad  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Johor Specialist Hospital, HD Unit","07-2253000  193/739","jsh@jsh.kpjhealth.com.my"
"JQA Dialysis Foundation, HD Unit","PRIVATE","NUR BINTI AWAB;","","","",""
"","","","JQA Dialysis Foundation
No.5, Jln Bakawali 48
Taman Johor Jaya  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","JQA Dialysis Foundation, HD Unit","( 07)3528689","johorquarriesassn@gmail.com"
"KPJ Puteri Specialist Hospital, HD Unit","PRIVATE","AHMAD FAUZI BIN HJ ABDUL RAHMAN;","","","",""
"","","","Haemodialysis Centre
KPJ Puteri Specialist Hospital
No. 33, Jalan Tun Abdul Razak (Susur 5)  80000 Johor Bahru  Johor Darul Takzim  MALAYSIA","KPJ Puteri Specialist Hospital, HD Unit","( 07)2253222  289","-"
"Leo Dialysis Centre, HD Unit","PRIVATE","THAMILSELVI A/P VELAIAH;","","","",""
"","","","Leo Dialysis Centre
No. 40, Jalan Seri Austin 3/55,
Taman Seri Austin,  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Leo Dialysis Centre, HD Unit","07-3500715","admin@leodialysiscentre.com"
"Pertubuhan Kebajikan Amitabha, HD Unit","NGO","JUMIAH BINTI SAMID;","","","",""
"","","","Pertubuhan Kebajikan Amitabha
No. 59, Jalan Glasiar
Taman Tasek  80200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pertubuhan Kebajikan Amitabha, HD Unit","( 07)2380448","jos_mary93@yahoo.com"
"Premier Renal Care, HD Unit","PRIVATE","KAMARUDIN BIN AHMAD;","","","",""
"","","","Premier Renal Care Sdn. Bhd.
No. 40-N, Jalan Kemuncak 1
Taman Nong Chik  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Premier Renal Care, HD Unit","( 07)2274596",""
"Pusat Dialisis & Kesihatan Masjid Bandar Baru Uda, HD Unit","NGO","KAMARUDIN BIN AHMAD;","","","",""
"","","","Pusat Dialisis & Kesihatan 
Masjid Bandar Baru Uda
Jalan Padi Ria 1
Bandar Baru Uda  81200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis & Kesihatan Masjid Bandar Baru Uda, HD Unit","( 07)2384024","norijahdaiman@yahoo.com"
"Pusat Dialisis Davita Bandar Baru Uda, HD Unit","PRIVATE","LOOK CHONG PHENG;","","","",""
"","","","Pusat Dialisis Davita Bandar Baru Uda
Ground Floor, No 72 & 74 Jalan Padi 1
Bandar Baru Uda  82100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Davita Bandar Baru Uda, HD Unit","07-2396227","Aishah.MohdHari@davita.com"
"Pusat Dialisis Davita Johor Bahru, HD Unit","PRIVATE","CHIN CHEE KHIN;","","","",""
"","","","Pusat Dialisis Davita Johor Bahru
Unit 02-02 & 02-03, Level 2
No. 12, Jalan Ngee Heng
Menara Landmark Mall  80000 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Davita Johor Bahru, HD Unit","07-2212128",""
"Pusat Dialisis Davita Taman Seri Setia, HD Unit","PRIVATE","VIKNESWARI A/P RAJA GOBAR;","","","",""
"","","","Pusat Dialisis Davita Taman Seri Setia
117, Jalan Damai
Taman Sri Setia  80300 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Davita Taman Seri Setia, HD Unit","07-2220186",""
"Pusat Dialisis FN, HD Unit","PRIVATE","WOON WEE YAN;","","","",""
"","","","Pusat Dialisis FN
No. 26 & 28, Jalan Pulai 22
Taman Pulai Utama  81300 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis FN, HD Unit","07-5542104","pusatdialisisfn@gmail.com"
"Pusat Dialisis Pelangi Sdn Bhd, HD Unit","PRIVATE","LAW TEIK YEONG;","","","",""
"","","","Pusat Dialisis Pelangi Sdn Bhd
46, 46-01 & 48, 48-01
Jalan Tun Abdul Razak
Susur 1  8000 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Pelangi Sdn Bhd, HD Unit","07-2200033","chong.pauyin@gmail.com"
"Pusat Dialisis Perbadanan Islam (Johor Bahru), HD Unit","PRIVATE","AB SAMAD BIN SAID;","","","",""
"","","","Pusat Dialisis Perbadanan Islam
(ICMC Healthcare Sdn Bhd)
G4, G5, & G6, TINGKAT BAWAH , Bangunan Perbadanan Islam
No. 26, Jalan Rebana, Kebun Teh,
TAMAN PERBADANAN ISLAM,  80250 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Perbadanan Islam (Johor Bahru), HD Unit","(607)3333500","icmckebunteh@yahoo.com"
"Pusat Dialisis Waqaf An Nur Masjid Taman Bukit Tiram, HD Unit","NGO","MAZUAN BINTI ISMAIL;","","","",""
"","","","Pusat Dialisis Waqaf An Nur Masjid Taman Bukit Tiram
(Waqaf An-nur Corporation Berhad)
Masjid Jamek Al Makmur, Jalan Sri Panti
Taman Bukit Tiram  81800 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Waqaf An Nur Masjid Taman Bukit Tiram, HD Unit","( 07)8614102","seharazadv@ymail.com"
"Pusat Dialisis Waqaf An-Nur Galleria @ Kotaraya, HD Unit","NGO","MAZUAN BINTI ISMAIL;","","","",""
"","","","Pusat Dialisis Waqaf An-Nur Galleria @ Kotaraya
(Waqaf An-Nur Corporation Berhad)
L2-16, Tkt 2, Plaza Galleria @ Kotaraya
Jalan Trus  80000 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Waqaf An-Nur Galleria @ Kotaraya, HD Unit","( 07)2244788","dialisisgalleria@gmail.com"
"Pusat Hemodialisis Amal Lexin, HD Unit","NGO","ONG JING WEI;","","","",""
"","","","Pusat Hemodialisis Amal Lexin
No. 20, 22, 24 & 26, Jalan Perkasa 5,
Taman Ungku Tun Aminah  81300 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Amal Lexin, HD Unit","07-5544343","amallexin@yahoo.com"
"Pusat Hemodialisis Cemerlang, HD Unit","PRIVATE","MOHAMAD FADRI BIN ABDULLAH @ HARUN;","","","",""
"","","","Pusat Hemodialisis Cemerlang
7, 7-01, 9 Jalan Mutiara Emas 2/4,
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Cemerlang, HD Unit","07-3518157","phdcemerlang@gmail.com"
"Pusat Hemodialisis MAIJ, HD Unit","PRIVATE","AZIZAH BINTI ABD HAMID;","","","",""
"","","","Pusat Hemodialisis MAIJ
Tingkat Bawah Bangunan Wakaf Johor
Batu 6, Jalan Skudai  81200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis MAIJ, HD Unit","( 07)2353370","1@maij.gov.my"
"Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (1), HD Unit","NGO","ERMAN SYAH BIN ABDUL HAMID;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (1)
No. 5 & 7, Jalan Perisai
Taman Sri Tebrau  80050 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (1), HD Unit","(016)7230233","jb1@maamedicare.org"
"Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (2), HD Unit","NGO","LIM JIN LING;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (2)
No. 5, 5A & 7, Jalan Baiduri 1
Taman Baiduri  81200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Amal JB Lions Charity Dialysis Centre MAAEDICARE (2), HD Unit","(016)7230255","jb2@maamedicare.org"
"Rotary Club of Johor Bahru Haemodialysis Centre, HD Unit","NGO","","","","",""
"","","","Rotary Club of Johor Bahru Haemodialysis Centre Berhad
No. 4N, Susur 3, Jalan Tun Abdul Razak  80200 Johor Bahru  Johor Darul Takzim  MALAYSIA","Rotary Club of Johor Bahru Haemodialysis Centre, HD Unit","( 07)2222433  108","rcjbhcb@gmail.com"
"Sultan Ismail Hospital (Paed), HD Unit","MOH","NG WEN YING;","","","",""
"","","","Ward 8C  (Haemodialysis Unit)
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital (Paed), HD Unit","( 07)3565000  8303 /8304","-"
"Sultan Ismail Hospital, HD Unit","MOH","","","","",""
"","","","Haemodialysis Unit
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital, HD Unit","( 07)3565000  3503","Halmijais060983@gmail.com"
"Sultanah Aminah Hospital, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Bangunan Bakawali
Hospital Sultanah Aminah  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultanah Aminah Hospital, HD Unit","( 07)2231666  2055","dbakawali@yahoo.com.my"
"Sultan Ismail Hospital (Paed), Tx Unit","MOH","SUSAN PEE;","","","",""
"","","","Ward 8 C (Renal Transplant Clinic (Paed)) 
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital (Paed), Tx Unit","( 07)3565000  8303 /8304",""
"Sultan Ismail Pandan Hospital, Tx Unit","MOH","","","","",""
"","","","Renal Transplant Clinic 
c/o Haemodialysis Unit
Sultan Ismail Pandan Hospital
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Pandan Hospital, Tx Unit","( 07)3565000  3508 /3509",""
"Sultanah Aminah Hospital, Tx Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Renal Transplant Clinic
Hospital Sultanah Aminah  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultanah Aminah Hospital, Tx Unit","( 07)2257000  2055","dbakawali@yahoo.com.my"
"Puteri Specialist Hospital, MRRB Unit","PRIVATE","AHMAD FAUZI BIN HJ ABDUL RAHMAN;","","","",""
"","","","Puteri Specialist Hospital
33, Jalan Tun Abdul Razak (Susur 5)  80350 Johor Bahru  Johor Darul Takzim  MALAYSIA","Puteri Specialist Hospital, MRRB Unit","( 07)2233377  273",""
"Sultan Ismail Hospital (Paed), MRRB Unit","MOH","NG WEN YING;","","","",""
"","","","c/o Ward 8 C & D
Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital (Paed), MRRB Unit","( 07)3565000",""
"Sultan Ismail Hospital, MRRB Unit","MOH","FARIZ BIN NORDIN;","","","",""
"","","","Hospital Sultan Ismail 
Jalan Persiaran Mutiara Emas Utama
Taman Mount Austin  81100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultan Ismail Hospital, MRRB Unit","07-3565000  3508/3502","Dr FARIZ BIN NORDIN"
"Sultanah Aminah Hospital, MRRB Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Department of Medicine
Hospital Sultanah Aminah  80100 Johor Bahru  Johor Darul Takzim  MALAYSIA","Sultanah Aminah Hospital, MRRB Unit","( 07)2257000  2301","-"
"Johor Bharu","","","","","",""
"Columbia Asia Hospital, HD Unit","PRIVATE","TEE SHIN KUAN;","","","",""
"","","","Columbia Asia Hospital
Persiaran Southkey 5
Kota Southkey  80150 Johor Bharu  Johor Darul Takzim  MALAYSIA","Columbia Asia Hospital, HD Unit","07-27299999  1044/1045",""
"Pusat Dialisis Hariz, HD Unit","PRIVATE","ABDUL KADIR JAILANI B DUSEH;","","","",""
"","","","Pusat Dialisis Hariz
No.86, 86-01, 86-02, Jalan Adda 7
Adda Heights  81100 Johor Bharu  Johor Darul Takzim  MALAYSIA","Pusat Dialisis Hariz, HD Unit","011-11294676","harizdialysis@gmail.com"
"Kahang","","","","","",""
"BP Renalcare (Kahang) Sdn Bhd, HD Unit","PRIVATE","LOKE WING KIT;","","","",""
"","","","BP Renalcare (Kahang) Sdn Bhd
No.3, Jalan Ria 1
Taman Ria  86700 Kahang  Johor Darul Takzim  MALAYSIA","BP Renalcare (Kahang) Sdn Bhd, HD Unit","07-7883500","bprenalcare@gmail.com"
"Kangkar Pulai","","","","","",""
"Pusat Hemodialisis Sinar Kangkar Pulai, HD Unit","PRIVATE","DAISY LING LEONG KEENG;","","","",""
"","","","Pusat Hemodialisis Sinar Kangkar Pulai
No. 24, 24-1 & 26, 26-1, Jalan Hijauan 2
Taman Pulai Hijauan  81110 Kangkar Pulai  Johor Darul Takzim  MALAYSIA","Pusat Hemodialisis Sinar Kangkar Pulai, HD Unit","07-5863344","sinar.kangkarpulai@sinarhdu.com"
"Kluang","","","","","",""
"BP Renal Care (Kluang), HD Unit","PRIVATE","LOKE WING KIT;","","","",""
"","","","BP Renal Care (Kluang) Sdn Bhd
No. 7, Susur 1, Off Jalan Johor Tenggara  86000 Kluang  Johor Darul Takzim  MALAYSIA","BP Renal Care (Kluang), HD Unit","077728195","bprckluang@gmail.my"
"Hospital Enche' Besar Hajjah Khalsom, HD Unit","MOH","LIU WEN JIUN;","","","",""
"","","","Haemodialysis Unit
Hospital Enche' Besar Hajjah Khalsom
KM 5, Jalan Kota Tinggi  86000 Kluang  Johor Darul Takzim  MALAYSIA","Hospital Enche' Besar Hajjah Khalsom, HD Unit","( 07)7787000  1262 /1269","mohdfauzi.asri@yahoo.com"
"KPJ Hemodialysis Kluang, HD Unit","PRIVATE","AZHARI BIN MD YATIM;","","","",""
"","","","KPJ Hemodialysis Kluang
Tingkat 2, No.11
Susur 1, Jalan Besar  86000 Kluang  Johor Darul Takzim  MALAYSIA","KPJ Hemodialysis Kluang, HD Unit","07-7713900","kush@kpjkluang.com"
"Persatuan Membaiki Akhlak-Che Luan Khor_NKF, HD Unit","NGO","HARRIS FADZILIAH BIN HJ ABDUL HAMID;","","","",""
