"name","sector","drInCharge","address","addressWithUnit","tel","email"
"Pusat Rawatan Hemodialisis Tunku Sarina, HD Unit","NGO","MOHD HAFIZ NAIM BIN MUSTAFFA;","","","",""
"","","","Pusat Rawatan Hemodialisis Tunku SarinaNo. 964, Rumah Kerajaan Sungai Korok  05400 Alor Setar  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Hemodialisis Tunku Sarina, HD Unit","( 04)7721690","Email:"
"Putra Medical Centre, HD Unit","PRIVATE","LIM HUI LING;","","","",""
"","","","Haemodialysis UnitPutra Medical CentreNo. 888, Jalan Sekerat, Off Jalan Putra  05100 Alor Setar  Kedah Darul Aman  MALAYSIA","Putra Medical Centre, HD Unit","( 04)7342888  1303","Fax:"
"Renal Care (Kedah), HD Unit","PRIVATE","","","","",""
"","","","Renal CareKedah Medical CentrePumpong  05250 Alor Setar  Kedah Darul Aman  MALAYSIA","Renal Care (Kedah), HD Unit","( 04)7308878  8269 /8264","Tel (2):"
"Sultanah Bahiyah Hospital, HD Unit","MOH","MOHAMMAD FAISAL BIN ASMEE;","","","",""
"","","","Haemodialysis UnitHospital Sultanah BahiyahKM 6, Jalan Langgar  05460 Alor Setar  Kedah Darul Aman  MALAYSIA","Sultanah Bahiyah Hospital, HD Unit","( 04)7746202","Email:"
"Superkids Trinity-NKF Dialysis Centre, HD Unit","NGO","EASON CHANG;","","","",""
"","","","Superkids Trinity-NKF Dialysis CentreNo. 60-B, Jalan Bakar Bata  05100 Alor Setar  Kedah Darul Aman  MALAYSIA","Superkids Trinity-NKF Dialysis Centre, HD Unit","( 04)7340215","Email:"
"Sultanah Bahiyah Hospital, Tx Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Renal Transplant Clinicc/o Haemodialysis UnitHospital Sultanah Bahiyah  05460 Alor Setar  Kedah Darul Aman  MALAYSIA","Sultanah Bahiyah Hospital, Tx Unit","( 04)7746202","Email:"
"Sultanah Bahiyah Hospital, MRRB Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Depatment of MedicineHospital Sultanah Bahiyah  06550 Alor Setar  Kedah Darul Aman  MALAYSIA","Sultanah Bahiyah Hospital, MRRB Unit","( 04)7406233  6739","Fax:"
"Baling","","","","","",""
"Baling Hospital, HD Unit","MOH","LIM YIK SHEN;","","","",""
"","","","Haemodialysis UnitHospital Baling  09100 Baling  Kedah Darul Aman  MALAYSIA","Baling Hospital, HD Unit","( 04)4701333  1403 /1405","Tel (2):"
"Pusat Dialisis Baling, HD Unit","PRIVATE","TAI WENG YEW;","","","",""
"","","","Pusat Dialisis BalingNo. 3B, 4B & 5B, Jalan Desa Camelia 1Taman Desa Camelia  09100 Baling  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Baling, HD Unit","04-4769127","eNRR"
"Pusat Hemodialisis Seroja (Baling), HD Unit","PRIVATE","ZARULHISHAM BIN KASSIM;","","","",""
"","","","Pusat Hemodialisis Seroja Sdn Bhd (Cawangan Baling)No. 7, Persisiran Kota 1/5 Kota Baling Jaya, Batu 42 Pulai  09100 Baling  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Seroja (Baling), HD Unit","( 04)4708028","Fax:"
"Changloon","","","","","",""
"Northern Dialysis Centre, HD Unit","PRIVATE","ZAINUDDIN BIN BADARUDDIN;","","","",""
"","","","Northern Dialysis Centre Sdn BhdWisma NDC, No. 26, Jalan Teja 1Taman Teja  06010 Changloon  Kedah Darul Aman  MALAYSIA","Northern Dialysis Centre, HD Unit","( 04)9249200","Email:"
"Changlun","","","","","",""
"Pusat Rawatan Dialisis Al Farabi, HD Unit","PRIVATE","AZRAF MUHAMMAD FITRI BIN AUZIZ;","","","",""
"","","","Pusat Rawatan Dialisis Al Farabi Sdn BhdLot 203 & 204, Jalan Nyatoh,Kampung Tradisi Lembah Keriang  06010 Changlun  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Al Farabi, HD Unit","04-9243862","Email:"
"Guar Chempedak","","","","","",""
"Pusat Haemodialisis Dr Ismail (Cawangan Guar Chempedak), HD Unit","PRIVATE","HABIBAH BINTI ITHNIN;","","","",""
"","","","Pusat Haemodialisis Dr Ismail Sdn Bhd (Cawangan Guar Chempedak)No 58, Jalan Chempedak Indah 1Taman Chempedak Indah  08800 Guar Chempedak  Kedah Darul Aman  MALAYSIA","Pusat Haemodialisis Dr Ismail (Cawangan Guar Chempedak), HD Unit","( 04)4688336","Email:"
"Gurun","","","","","",""
"Pusat Dialisis Davita Gurun","PRIVATE","CHEW SHI WEI;","","","",""
"","","","Pusat Dialisis Davita Gurun(Quality Dialysis Care Sdn Bhd)No. 48 & 49, Ground FloorPekan Gurun  08300 Gurun  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Davita Gurun","(016)2267686","eNRR"
"Pusat Dialisis Mukmin Gurun, HD Unit","PRIVATE","MUAZZATUN NOOR BT MURAD;","","","",""
"","","","Pusat Dialisis Mukmin GurunNo. 1,2,3, Kedai Dua Tingkat, Taman Sri Utama IndahJalan Sungai Petani  08300 Gurun  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Mukmin Gurun, HD Unit","( 04)4684027","Fax:"
"Jitra","","","","","",""
"Jitra Hospital, HD Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Unit HaemodialysisJitra HospitalJalan Changlun  06000 Jitra  Kedah Darul Aman  MALAYSIA","Jitra Hospital, HD Unit","04-9174333  107 / 163","Tel (2):"
"Pusat Dialisis Al-Hayat, HD Unit","PRIVATE","ZAKI ZAMANI BIN ABD RASHID;","","","",""
"","","","Pusat Dialisis Al-Hayat(ADM Diaysis Centre Sdn Bhd)No. 4A/4B, KM25, Telok KeluangMukim Tunjang  06000 Jitra  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Al-Hayat, HD Unit","0124961914","Email:"
"Pusat Hemodialisis Dr Azhar (Jitra), HD Unit","PRIVATE","AZRAF MUHAMMAD FITRI BIN AUZIZ;","","","",""
"","","","Pusat Hemodialisis Dr AzharLot 227, Lorong 2-2, Kompleks Jitra 2  06000 Jitra  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Dr Azhar (Jitra), HD Unit","( 04)9131826","eNRR"
"Zaharah Dialisis Center (Jitra), HD Unit","PRIVATE","AHMAD FAKARUDDIN B AHMAD SAMSUDDIN;","","","",""
"","","","Zaharah Dialisis Center Sdn BhdNo. 122 & 123, Taman Tengku Maheran 5Bandar Darul Aman  06000 Jitra  Kedah Darul Aman  MALAYSIA","Zaharah Dialisis Center (Jitra), HD Unit","( 04)9179848","Fax:"
"Kodiang","","","","","",""
"Pusat Dialisis Remedic Kodiang, HD Unit","PRIVATE","LIM HUI LING;","","","",""
"","","","Pusat Dialisis Remedic KodiangNo. 50 (Tingkat Atas Dan Tingkat Bawah)Jalan Bahagia 3/1, Taman Bahagia  06100 Kodiang  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Remedic Kodiang, HD Unit","Datin Dr. LIM HUI LING","Doctor in charge"
"Unit Hemodialisis Komuntiti Kodiang, HD Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Unit Hemodialisis Komuntiti KodiangPusat Kesihatan Kodiang  06100 Kodiang  Kedah Darul Aman  MALAYSIA","Unit Hemodialisis Komuntiti Kodiang, HD Unit","( 04)9250103","eNRR"
"Kota Sarang Semut","","","","","",""
"Pusat Hemodialisis Alfaisal, HD Unit","PRIVATE","HABIBAH BINTI ITHNIN;","","","",""
"","","","Pusat Hemodialisis Alfaisal Sdn Bhd55, Kompleks Perniagaan WawasanJalan Wawasan 2  06800 Kota Sarang Semut  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Alfaisal, HD Unit","04-7691277","Email:"
"Kuala Kedah","","","","","",""
"Pusat Dialisis Myangkasa (K. Kedah), HD Unit","PRIVATE","ZAKI ZAMANI BIN ABD RASHID;","","","",""
"","","","Pusat Dialisis MyangkasaNo. 32, 33, Jalan Sri Dayung 4Taman Sri Dayung, Mukim Teluk Kechai  06600 Kuala Kedah  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Myangkasa (K. Kedah), HD Unit","(04)7622722","Fax:"
"Kuala Ketil","","","","","",""
"Pusat Dialisis Ibnu Sina (Kuala Ketil), HD Unit","PRIVATE","NOORULAMIN BIN ABDUL RAHMAN;","","","",""
"","","","Pusat Dialisis Ibnu Sina (Cawangan Kuala Ketil)(Beyond Medicare Sdn Bhd)No. 225, Lorong Puteri 8Taman Tanjung Puteri  09300 Kuala Ketil  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Ibnu Sina (Kuala Ketil), HD Unit","012-9815199","Fax:"
"Pusat Dialisis Nusa Bestari Dialysis Sdn Bhd, HD Unit","PRIVATE","ROBERT LING KUI EE;","","","",""
"","","","Pusat Dialisis Nusa Bestari Dialysis Sdn Bhd6, Jalan Bestari 1Taman Bestari  09300 Kuala Ketil  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Nusa Bestari Dialysis Sdn Bhd, HD Unit","017-7049133","eNRR"
"Kuala Nerang","","","","","",""
"Kuala Nerang Hospital, HD Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Haemodialysis UnitHospital Kuala Nerang  06300 Kuala Nerang  Kedah Darul Aman  MALAYSIA","Kuala Nerang Hospital, HD Unit","04-7867049  227","Fax:"
"Kulim","","","","","",""
"Kulim Hospital, CAPD Unit","MOH","LIM YIK SHEN;","","","",""
"","","","CAPD UnitHospital KulimLebuh Hi-Tech  09090 Kulim  Kedah Darul Aman  MALAYSIA","Kulim Hospital, CAPD Unit","04-4272733  3567","Fax:"
"Darul Aman Ventures, HD Unit","PRIVATE","RUSLI BIN HAMID;","","","",""
"","","","Darul Aman Ventures C/O Putra Haemodialysis CentreNo. 146 - 148, Tkt Bawah, Jalan Putra 9Pusat Perniagaan Putra  09000 Kulim  Kedah Darul Aman  MALAYSIA","Darul Aman Ventures, HD Unit","( 04)4969432","Fax:"
"Kulim Hospital, HD Unit","MOH","LIM YIK SHEN;","","","",""
"","","","Haemodialysis UnitKulim Hospital  09000 Kulim  Kedah Darul Aman  MALAYSIA","Kulim Hospital, HD Unit","( 04)4272733  3338 /3149","Fax:"
"Pertubuhan Bakti Fo En Bandar Kulim, HD Unit","NGO","LOH LAY KUN;","","","",""
"","","","Pertubuhan Bakti Fo En Bandar KulimNo. 74, Lorong Semarak 3Taman Semarak  09000 Kulim  Kedah Darul Aman  MALAYSIA","Pertubuhan Bakti Fo En Bandar Kulim, HD Unit","( 04)4918019","Fax:"
"Pusat Dialisis NKF-Yayasan Sultanah Bahiyah, HD Unit","NGO","LAM SWEE WIN;","","","",""
"","","","Pusat Dialisis NKF-Yayasan Sultanah BahiyahLot 112-113, Taman Kulim AvenueKulim Hi Tech Park  09000 Kulim  Kedah Darul Aman  MALAYSIA","Pusat Dialisis NKF-Yayasan Sultanah Bahiyah, HD Unit","( 04)4080669","Email:"
"Pusat Hemodialisis Dr Azhar (Kulim Lembah Impiana), HD Unit","PRIVATE","TAHIR BIN AHMAD;","","","",""
"","","","Pusat Hemodialisis Dr Azhar (Kulim Lembah Impiana)No.942 & 943, Jalan Lembah Impiana 6Taman Lembah Impiana  09000 Kulim  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Dr Azhar (Kulim Lembah Impiana), HD Unit","04-4904536","eNRR"
"Pusat Hemodialisis Seroja (Kulim 1), HD Unit","PRIVATE","ZARULHISHAM BIN KASSIM;","","","",""
"","","","Pusat Hemodialisis Seroja Sdn Bhd (Cawangan)No. 6 & 7, Persiaran 1, Kulim AvenueKulim Hi-tech Park  09090 Kulim  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Seroja (Kulim 1), HD Unit","( 04)4032449","Fax:"
"Pusat Hemodialisis Seroja (Kulim 2), HD Unit","PRIVATE","ZARULHISHAM BIN KASSIM;","","","",""
"","","","Pusat Hemodialisis Seroja Sdn BhdNo. 156, Persiaran Avenue 3, Kulim AvenueKulim Hi-Tech Park  09000 Kulim  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Seroja (Kulim 2), HD Unit","( 04)4032449","Fax:"
"Kulim Hospital, Tx Unit","MOH","LIM YIK SHEN;","","","",""
"","","","c/o Hemodialisis UnitHospital KulimJalan Mahang  09000 Kulim  Kedah Darul Aman  MALAYSIA","Kulim Hospital, Tx Unit","044272733  3338 /3149","Fax:"
"Kulim Hospital, MRRB Unit","MOH","LIM YIK SHEN;","","","",""
"","","","Hospital KulimJln Mahang  09000 Kulim  Kedah Darul Aman  MALAYSIA","Kulim Hospital, MRRB Unit","( 04)4272733","Doctor in charge"
"Langkawi","","","","","",""
"Hospital Sultanah Maliha Langkawi, HD Unit","MOH","CHING CHEN HUA;","","","",""
"","","","Haemodialysis UnitHospital Sultanah Maliha LangkawiJalan Padang Mat SiratJalan Bukit Tekuh  07000 Langkawi  Kedah Darul Aman  MALAYSIA","Hospital Sultanah Maliha Langkawi, HD Unit","( 04)9663333  3128","Tel (2):"
"Lunas","","","","","",""
"Pusat Rawatan Dialisis Permai Dialysis Sdn Bhd, HD Unit","PRIVATE","RADHIYA BINTI MOHD RAZIF;","","","",""
"","","","Pusat Rawatan Dialisis Permai Dialysis Sdn BhdTingkat Bawah Dan Tingkat Satu78, Jalan Saujana 3, Taman Industri Saujana  09600 Lunas  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Permai Dialysis Sdn Bhd, HD Unit","010-3138093","Email:"
"Padang Serai","","","","","",""
"Foresight Dialysis Padang Serai, HD Unit","PRIVATE","SAFARI BIN KASHMIRAN;","","","",""
"","","","Foresight Dialysis Padang SeraiNo. 21 & 22 Lorong 1Taman Desa Cinta SayangMukim Pekan Sungai Karangan  09410 Padang Serai  Kedah Darul Aman  MALAYSIA","Foresight Dialysis Padang Serai, HD Unit","012-6598289","Email:"
"Pusat Dialisis Serai Wangi, HD Unit","PRIVATE","SHAHAROM BINTI ABDULLAH;","","","",""
"","","","Pusat Dialisis Serai Wangi(Kepala Batas Dialysis Centre Sdn Bhd)No. 835,836,837 & 838, Jalan Lagenda 9/2Taman Lagenda  09400 Padang Serai  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Serai Wangi, HD Unit","( 04)4886398","Email:"
"Pusat Rawatan Dialisis Islah (Kulim), HD Unit","PRIVATE","FAKRIYAH BINTI ABDULLAH;","","","",""
"","","","Pusat Rawatan Dialisis Islah(Renal Circle Sdn Bhd)No. 2301 & 2302, Jalan Serai Wangi 10Padang Serai  09400 Padang Serai  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Islah (Kulim), HD Unit","(04)4886188","Fax:"
"Seri Mutiara Dialyisis Centre Sdn Bhd, HD Unit","PRIVATE","FAUN CHEE KWAN;","","","",""
"","","","Seri Mutiara Dialyisis Centre Sdn BhdNo. 3, Lorong Merbau Indah 1,Taman Merbau Indah  09410 Padang Serai  Kedah Darul Aman  MALAYSIA","Seri Mutiara Dialyisis Centre Sdn Bhd, HD Unit","012-5390297","eNRR"
"Pendang","","","","","",""
"Pusat Dialisis Davita Pekan Baru, HD Unit","PRIVATE","LIM HUI LING;","","","",""
"","","","Pusat Dialisis Davita Pekan BaruNo. 137 (Ground Floor & First Floor) & No. 138 (Ground Floor)Pekan Pendang Baru  06700 Pendang  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Davita Pekan Baru, HD Unit","014-9147483","eNRR"
"Pusat Dialisis Davita Pendang, HD Unit","PRIVATE","NG WEI SIONG;","","","",""
"","","","Pusat Dialisis Davita PendangNo.11, Kawasan Perniagaan Kiara MasJalan Tanah Merah  06700 Pendang  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Davita Pendang, HD Unit","04-753495","Email:"
"Pusat Dialisis Nephrocare (Cawangan Pendang), HD Unit","PRIVATE","","","","",""
"","","","Pusat Hemodialisis Syifa (Cawangan Pendang)No. 3, 4, 5, Jalan Saga 1, Taman Saga, Kilang Kecil Pendang  06720 Pendang  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Nephrocare (Cawangan Pendang), HD Unit","019-6377382","Fax:"
"Pusat Rawatan Dialisis Al-Kindi, HD Unit","PRIVATE","AZRAF MUHAMMAD FITRI BIN AUZIZ;","","","",""
"","","","Pusat Rawatan Dialisis Al-KindiNo. 64, Jalan Bandar Baru 3Pekan Tanah MerahTanah Merah  06700 Pendang  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Al-Kindi, HD Unit","04-7590458","Fax:"
"Unit Hemodialisis Hospital Pendang, HD Unit","MOH","FARHANAH BINTI AHMAD KAMAL;","","","",""
"","","","Unit Hemodialisis Hospital PendangKampung Manggol Pauh  06710 Pendang  Kedah Darul Aman  MALAYSIA","Unit Hemodialisis Hospital Pendang, HD Unit","04-7251000  1168","Email:"
"Pokok Sena","","","","","",""
"Pusat Dialisis Foresight Dialysis Pokok Sena, HD Unit","PRIVATE","MOHD HAFIZ NAIM BIN MUSTAFFA;","","","",""
"","","","Pusat Dialisis Foresight Dialysis Pokok SenaNo. A-24, Tingkat Bawah & Tingkat AtasTaman Bandar Baru Pokok SenaMK Jabi  06400 Pokok Sena  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Foresight Dialysis Pokok Sena, HD Unit","017-3371912","eNRR"
"Zaharah Dialisis Centre (Pokok Sena), HD Unit","PRIVATE","AHMAD FAKARUDDIN B AHMAD SAMSUDDIN;","","","",""
"","","","Zaharah Dialysis Centre Sdn BhdNo. 7, Taman Desa Ilmu  06400 Pokok Sena  Kedah Darul Aman  MALAYSIA","Zaharah Dialisis Centre (Pokok Sena), HD Unit","( 04)7825088","eNRR"
"Serdang","","","","","",""
"Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Serdang), HD Unit","PRIVATE","NOR SHELINA BINTI RAFI AHMAD;","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Serdang)Plot 1A (G), 2A (G & 1ST), 3A (G & 1ST)Jalan Padang, Serdang Avenue  09800 Serdang  Kedah Darul Aman  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Nur Kasih Sdn Bhd (Cawangan Serdang), HD Unit","04-4078072","eNRR"
"Sik","","","","","",""
"Pusat Hemodialisis Mesra, HD Unit","PRIVATE","MUHAMAD NAJMI BIN NADZIR;","","","",""
"","","","Pusat Hemodialisis MesraNo.15, Kompleks Perniagaan Bunga RayaSeberang Pekan Sik  08200 Sik  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Mesra, HD Unit","04-4692102","Email:"
"Sik Hospital, HD Unit","MOH","LOW CHUN LEONG;","","","",""
"","","","Haemodialysis UnitSik Hospital  08200 Sik  Kedah Darul Aman  MALAYSIA","Sik Hospital, HD Unit","( 04)4695333  175","Tel (2):"
"Sungai Petani","","","","","",""
"Sultan Abdul Halim Hospital, CAPD Unit","MOH","","","","",""
"","","","CAPD UnitHospital Sultan Abdul HalimJalan Lencongan TimurBandar Aman Jaya  08100 Sungai Petani  Kedah Darul Aman  MALAYSIA","Sultan Abdul Halim Hospital, CAPD Unit","04-4413807","Email:"
"Carlatan Dialysis Centre (Sungai Petani), HD Unit","PRIVATE","TAN KAH KEONG;","","","",""
"","","","Carlatan Dialysis Centre (Sungai Petani)No. A24 & A25, Tingkat Bawah Jalan Penaga 1Taman Penaga  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Carlatan Dialysis Centre (Sungai Petani), HD Unit","( 04)4312260","Fax:"
"Dialisis An Nur Taqwa Sdn Bhd, HD Unit","PRIVATE","TAN HENG JIN;","","","",""
"","","","Dialisis An Nur Taqwa Sdn BhdNo. A46 (Ground Gloor & 1st Floor)Jalan Meranti 2/1Taman Desa Meranti, Sg. Pasir  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Dialisis An Nur Taqwa Sdn Bhd, HD Unit","017-2767100","Email:"
"Dialisis Dr Zur Sdn Bhd, HD Unit","PRIVATE","MOHAMAD AKMAL BIN ABDUL KADIR;","","","",""
"","","","Dialisis Dr Zur Sdn BhdNo. 123A, 124A, 125A & 125BJalan PKS (B), Pusat Komersial Saujana  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Dialisis Dr Zur Sdn Bhd, HD Unit","+60174790100","Email:"
"Metro Specialist Hospital, HD Unit","PRIVATE","GAN HWA CHAU;","","","",""
"","","","Renal Dialysis UnitMetro Specialist HospitalNo. 1, Lorong Metro  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Metro Specialist Hospital, HD Unit","( 04)4238888  1700","Fax:"
"Pantai Hospital Laguna Merbok, HD Unit","PRIVATE","MUSTAQIM JOY MATHEW BIN ABDULLAH;","","","",""
"","","","No.1, Lorong BLM 1/10Bandar Laguna Merbok  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pantai Hospital Laguna Merbok, HD Unit","04-4260864  191","Tel (2):"
"Pantai Hospital Sungai Petani, HD Unit","PRIVATE","BERNARD CHAN YOON NGEN;","","","",""
"","","","Pantai Hospital Sungai Petani, HD UnitNo. 1, Persiaran CempakaBandar Amanjaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pantai Hospital Sungai Petani, HD Unit","04-4458888  8815","Tel (2):"
"Pusat Dialisis Davita Sg. Petani Selatan, HD Unit","PRIVATE","HUANG YEAN CHYE @ NG YEAN CHYE;","","","",""
"","","","Quality Dialysis Care Sdn BhdNo. 17, Tkt bawah, Lrg 13Taman Petani Jaya  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Davita Sg. Petani Selatan, HD Unit","( 04)4255572","Email:"
"Pusat Dialisis Davita Sg. Petani Utara, HD Unit","PRIVATE","NG HEE THAI;","","","",""
"","","","Pusat Dialisis Davita Sg. Petani Utara, (Quality Dialysis Care Sdn Bhd)No. 270 & 271, Ground Floor, Jalan Lagenda IILagenda Height  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Davita Sg. Petani Utara, HD Unit","04-4210503","Fax:"
"Pusat Dialisis Foresight Dialysis Sungai Petani, HD Unit","PRIVATE","NOOR ADZHAR BIN MANSOR;","","","",""
"","","","Pusat Dialisis Foresight Dialysis Sungai Petani,A-220 (Tingkat Bawah) & A-221 (Tingkat Bawah & Aras 1)Jalan Baiduri 5Taman Baiduri  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Foresight Dialysis Sungai Petani, HD Unit","04-4250413","Email:"
"Pusat Dialisis Ideal, HD Unit","PRIVATE","YIP WAI KUEN;","","","",""
"","","","Pusat Dialisis Ideal Sdn BhdC6, Lebuh Fairuz1Taman Perusahaan Rengan Bakar Arang  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Dialisis Ideal, HD Unit","( 04)4300880","Email:"
"Pusat Hemodialisis Al Husna, HD Unit","PRIVATE","MUHAMAD NAJMI BIN NADZIR;","","","",""
"","","","Pusat Hemodialisis Al Husna4, 5 &6, Lorong 8, Jalan Peruda 1Taman Peruda  08000 Sungai Petani  Kedah Darul Aman  MALAYSIA","Pusat Hemodialisis Al Husna, HD Unit","04-4249090","Email:"
