"name","sector","drInCharge","address","addressWithUnit","tel","email"
"Pusat Haemodialisis Zakat (Bayan Lepas), HD Unit","NGO","SHAMSHUL AMRI BIN ZAINUDIN;","","","",""
"","","","Pusat Haemodialisis Zakat (Bayan Lepas)Majlis Agama Islam Negeri Pulau PinangNo. 58, Jalan Sg Tiram 3  11900 Bayan Lepas  Pulau Pinang  MALAYSIA","Pusat Haemodialisis Zakat (Bayan Lepas), HD Unit","( 04)6115739","Email:"
"Pusat Hemodialisis Sri Tanjung, HD Unit","PRIVATE","SRIKANTHAN A/L SARAVANAN;","","","",""
"","","","Pusat Hemodialisis Sri Tanjung28 A & B, Sunway PrimaLintang Sungai Tiram 5  11900 Bayan Lepas  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Sri Tanjung, HD Unit","( 04)6461512","Email:"
"Bukit Mertajam","","","","","",""
"Bukit Mertajam Hospital, HD Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Haemodialysis UnitHospital Bukit MertajamJalan Kulim  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Bukit Mertajam Hospital, HD Unit","( 04)5497333  380 / 381","Fax:"
"Carlatan Dialysis Centre (Bukit Mertajam), HD Unit","PRIVATE","","","","",""
"","","","Carlatan Dialysis CentreNo. 50 & 52, Lorong Tembikai 6Kawasan Perniagaan Sungai RambaiSeberang Perai Tengah  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Carlatan Dialysis Centre (Bukit Mertajam), HD Unit","( 04)5307911","Fax:"
"KPJ Penang Specialist Hospital, HD Unit","PRIVATE","GAN KIAN SEONG;","","","",""
"","","","Haemodialysis UnitKPJ Penang Specialist Hospital (Prai Specialist Hosptial)No. 570, Jalan Perda Utama, Bandar PerdaSeberang Perai  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","KPJ Penang Specialist Hospital, HD Unit","( 04)5486688  1800","Fax:"
"MNA Renal Care Dialysis Centre Sdn Bhd, HD Unit","PRIVATE","SHAHAROM BINTI ABDULLAH;","","","",""
"","","","No. 21A & 21B, Medan Limau Emas,Pusat Perniagaan Limau Emas  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","MNA Renal Care Dialysis Centre Sdn Bhd, HD Unit","01111438199","eNRR"
"Persatuan Kebajikan Haemodialisis St Anne BM, HD Unit","NGO","LIM WEI HAN;","","","",""
"","","","Persatuan Kebajikan Haemodialisis St Anne BMNo. 11,11A,15 & 17, Tingkat MajuPusat Perniagaan Maju Jaya  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Persatuan Kebajikan Haemodialisis St Anne BM, HD Unit","( 04)5370225","Email:"
"Pertubuhan Dialisis Rotary-Satu Hati, HD Unit","NGO","LEE CHIN PHENG;","","","",""
"","","","Pertubuhan Dialisis Rotary-Satu HatiNo. 3 & 5, Lorong Tembikai 6Kawasan Perniagaan Sungai Rambai  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Pertubuhan Dialisis Rotary-Satu Hati, HD Unit","( 04)5395911","Email:"
"Pusat Dialisis Serai Wangi (Bukit Mertajam), HD Unit","PRIVATE","FAKRIYAH BINTI ABDULLAH;","","","",""
"","","","Pusat Dialisis Serai Wangi (Bukit Mertajam)No. 42 A & 46, Lorong Mengkuang Indah 2Taman Mengkuang Indah  14400 Bukit Mertajam  Pulau Pinang  MALAYSIA","Pusat Dialisis Serai Wangi (Bukit Mertajam), HD Unit","( 04)5222116","Email:"
"Pusat Dialisis Tabung Rawatan Pesakit Buah Pinggang Seberang Perai, HD Unit","NGO","LIM CHING SYONG;","","","",""
"","","","Pusat Dialisis Tabung Rawatan Pesakit Buah Pinggang Seberang Perai(Province Wellesley Renal Medifund)No. 28, Jalan Maju JayaPusat Perniagaan Maju Jaya  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Pusat Dialisis Tabung Rawatan Pesakit Buah Pinggang Seberang Perai, HD Unit","( 04)5403883","Fax:"
"Pusat Hemodialisis Zakat (Bukit Mertajam), HD Unit","NGO","NORLELA SURYANI BINTI YUSOFF;","","","",""
"","","","Pusat Hemodialisis Zakat Bukit MertajamUnit No. 502 & 503, Tingkat Bawah, Kedai/Pejabat Permatang RawaJalan Permatang RawaKawasan Perniagaan Permatang Rawa  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Zakat (Bukit Mertajam), HD Unit","( 04)5391001","eNRR"
"Pusat Rawatan Dialisis Islah (Bukit Mertajam), HD Unit","PRIVATE","ZURINA BINTI IDRUS;","","","",""
"","","","Pusat Rawatan Dialisis Islah (Bukit Mertajam)No. 2362 & 2363 Jalan Permai Utama 1,Pusat Perniagaan Permai Utama,  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","Pusat Rawatan Dialisis Islah (Bukit Mertajam), HD Unit","04-5480004","Email:"
"PWRM (BM) Dialysis Centre, HD Unit","NGO","KHOR KIM HONG;","","","",""
"","","","PWRM (BM) Dialysis Centre(Tabung Rawatan Pesakit Buah Pinggan Seberang Perai (Province Wellesley Renal Medifund)No. 12, 12A & 18A, Jalan Maju JayaPusat Perniagaan Maju JayaSeberang Perai Tengah  14000 Bukit Mertajam  Pulau Pinang  MALAYSIA","PWRM (BM) Dialysis Centre, HD Unit","( 04)5403889","Fax:"
"Butterworth","","","","","",""
"B. Braun Avitum (Butterworth) Dialysis Centre, HD Unit","PRIVATE","CHEN TSE PENG;","","","",""
"","","","B. Braun Avitum (Butterworth) Dialysis Centre(B. Braun Avitum Renal Services Sdn Bhd)No. 25, Tkt Mawar, Taman MawarJalan Raja Uda  12300 Butterworth  Pulau Pinang  MALAYSIA","B. Braun Avitum (Butterworth) Dialysis Centre, HD Unit","( 04)3323005","Fax:"
"Buddhist Tzu Chi Dialysis Centre (Butterworth), HD Unit","NGO","TOONG SIEW WAI;","","","",""
"","","","Buddhist Tzu Chi Dialysis Centre (Butterworth)No. 6664 (Tingkat 2 &3), Jalan Bagan Ajam  13000 Butterworth  Pulau Pinang  MALAYSIA","Buddhist Tzu Chi Dialysis Centre (Butterworth), HD Unit","( 04)3311013","Fax:"
"Happy Kid Nees Dialysis Centre, HD Unit","PRIVATE","FAUN CHEE KWAN;","","","",""
"","","","Happy Kid Nees Dialysis Centre Sdn BhdNo. 7. Lorong Teras Jaya 9Kawasang Perniagaan Teras Jaya  13400 Butterworth  Pulau Pinang  MALAYSIA","Happy Kid Nees Dialysis Centre, HD Unit","( 04)3311007","Fax:"
"Pusat Dialisis Prima, HD Unit","PRIVATE","GAN KIAN SEONG;","","","",""
"","","","Pusat Dialisis Prima Sdn BhdNo. 3, 5, 7, Lorong Murni 9Taman Desa Murni  13800 Butterworth  Pulau Pinang  MALAYSIA","Pusat Dialisis Prima, HD Unit","( 04)3569532","Email:"
"Pusat Hemodialisis Zakat (Butterworth), HD Unit","NGO","SHAMSHUL AMRI BIN ZAINUDIN;","","","",""
"","","","Pusat Hemodialisis Zakat (Butterworth)Majlis Agama Islam Negeri Pulau PinangNo. 22, Lorong Kampung Gajah 2, Jalan Kampung Gajah  12200 Butterworth  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Zakat (Butterworth), HD Unit","( 04)3242314","Email:"
"Seberang Jaya Hospital, MRRB Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Hospital Seberang Jayac/o Pejabat Kesihatan Daerah ButterworthJalan Pantai, Seberang Perai Utara  12000 Butterworth  Pulau Pinang  MALAYSIA","Seberang Jaya Hospital, MRRB Unit","04-3877333","Email:"
"Georgetown","","","","","",""
"Pulau Pinang Hospital (Paed), CAPD Unit","MOH","AZILAWATI HANIM BINTI GHOZALI;","","","",""
"","","","CAPD Unit (Paed)Hospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital (Paed), CAPD Unit","( 04)2225333  5682 /5493","Fax:"
"Pulau Pinang Hospital, CAPD Unit","MOH","","","","",""
"","","","CAPD Unit (Adult)Hospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital, CAPD Unit","( 04)2225333  5682 /5493","Fax:"
"Georgetown Specialist Hospital, HD Unit","PRIVATE","CHRISTOPHER LEE A/L TIRUNYANASAMBANTHAN;","","","",""
"","","","Haemodialysis UnitGeorgetown Specialist HospitalNo. 12-A Jalan Masjid Negeri  11600 Georgetown  Pulau Pinang  MALAYSIA","Georgetown Specialist Hospital, HD Unit","604-8275118  628","Tel (2):"
"Gleneagles Penang, HD Unit","PRIVATE","CHEN TSE PENG;","","","",""
"","","","Haemodialysis CentreGleneagles Penang(Pulau Pinang Clinic Sdn Bhd)No. 1, Jalan Pangkor  10050 Georgetown  Pulau Pinang  MALAYSIA","Gleneagles Penang, HD Unit","( 04)2229239","Ext"
"Island Hospital, HD Unit","PRIVATE","","","","",""
"","","","Haemodialysis CentreIsland HospitalNo. 308, Macalister Road  10450 Georgetown  Pulau Pinang  MALAYSIA","Island Hospital, HD Unit","( 04)2288222  5345 /5346","Fax:"
"Lam Wah Ee Hospital, HD Unit","PRIVATE","","","","",""
"","","","Haemodialysis CentreHospital Lam Wah EeJalan Tan Sri Teh Ewe Lim  11600 Georgetown  Pulau Pinang  MALAYSIA","Lam Wah Ee Hospital, HD Unit","( 04)6528948","Fax:"
"NEPH Dialysis Centre Sdn Bhd, HD Unit","PRIVATE","GOH HUCK KEEN;","","","",""
"","","","NEPH Dialysis Centre Sdn BhdNo. 10, Jalan Mas, Greenlane  11600 Georgetown  Pulau Pinang  MALAYSIA","NEPH Dialysis Centre Sdn Bhd, HD Unit","( 04)6566100","Fax:"
"Prodiso Dialysis Centre, HD Unit","PRIVATE","LEE CHIN PHENG;","","","",""
"","","","Prodiso Dialysis Centre (Professional Dialysis Solutions Sdn Bhd)Pejabat PERKESO Pulau Pinang, Block B, Tingkat 2No. 269, Jalan Burma  10538 Georgetown  Pulau Pinang  MALAYSIA","Prodiso Dialysis Centre, HD Unit","( 04)2276007","Email:"
"Pulau Pinang Hospital (Paed), HD Unit","MOH","AZILAWATI HANIM BINTI GHOZALI;","","","",""
"","","","Haemodialysis Unit (Paed)Hospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital (Paed), HD Unit","( 04)2253333  5395 /5802","Fax:"
"Pulau Pinang Hospital, HD Unit","MOH","LIEW YEW FONG;","","","",""
"","","","Haemodialysis UnitHospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital, HD Unit","( 04)2225802","Fax:"
"Pusat Hemodialisis Zakat Georgetown, HD Unit","NGO","ADLI HAISZAL BIN ABDUL HANIB;","","","",""
"","","","Pusat Hemodialisis Zakat GeorgetownMajlis Agama Islam Negeri Pulau PinangBlok 3-1-1, Lebuh Buckingham  10200 Georgetown  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Zakat Georgetown, HD Unit","( 04)2501002","Email:"
"Pulau Pinang Hospital (Paed), MRRB Unit","MOH","","","","",""
"","","","Department of Medicine (Paediatric)Hospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital (Paed), MRRB Unit","( 04)22253333  5302, 5493","Tel (2):"
"Pulau Pinang Hospital, MRRB Unit","MOH","","","","",""
"","","","Department of MedicineHospital Pulau PinangJalan Residensi  10990 Georgetown  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital, MRRB Unit","( 04)2253333  5313","Fax:"
"Jelutong","","","","","",""
"Renal Link (Penang), HD Unit","PRIVATE","","","","",""
"","","","Renal Link Sdn. Bhd.No. 408-G-1, Jalan Perak  11600 Jelutong  Pulau Pinang  MALAYSIA","Renal Link (Penang), HD Unit","( 04)2820292","Email:"
"Kepala Batas","","","","","",""
"Bertam Dialysis Centre, HD Unit","PRIVATE","FAUN CHEE KWAN;","","","",""
"","","","Bertam Dialysis Centre Sdn BhdNo. 18 & 20, Lorong Bertam Jaya 1Taman Bertam Jaya  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Bertam Dialysis Centre, HD Unit","( 04)5792008","Email:"
"Kepala Batas Hospital, HD Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Haemodialysis UnitHospital Kepala BatasJalan Bertam  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Kepala Batas Hospital, HD Unit","( 04)5793333  301 / 302","Tel (2):"
"Klinik Putra Dan Pusat Rawatan Dialisis, HD Unit","PRIVATE","NOOR MUHAMMAD AFDZAL BIN AZMI;","","","",""
"","","","Klinik Putra Dan Pusat Rawatan DialisisNo.2 (GF, 1st Floor, Rooftop) & No.4(GF)Lorong bertam Indah 12Taman Bertam Indah  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Klinik Putra Dan Pusat Rawatan Dialisis, HD Unit","04-5752318","eNRR"
"Persatuan Kebajikan Pusat Haemodialisis Masjid At-Taqwa, HD Unit","NGO","MOHAMAD SHAHBODIN BIN HJ. SARIK;","","","",""
"","","","Persatuan Kebajikan Pusat Haemodialisis Masjid At-Taqwa Taman Bertam IndahMasjid At-Taqwa Taman Bertam Indah  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Persatuan Kebajikan Pusat Haemodialisis Masjid At-Taqwa, HD Unit","( 04)5759252","Email:"
"Pusat Dialisis Pertama Kepala Batas, HD Unit","PRIVATE","NOORULAMIN BIN ABDUL RAHMAN;","","","",""
"","","","Pusat Dialisis Pertama Kepala BatasNo. 12, Lorong Bertam Indah 1/5Taman Bertam Indah  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Pusat Dialisis Pertama Kepala Batas, HD Unit","( 04)5750596","Fax:"
"Pusat Hemodialysis Bestari (Kepala Batas), HD Unit","PRIVATE","MOHAMAD SHAHBODIN BIN HJ. SARIK;","","","",""
"","","","Pusat Hemodialysis BestariNo. 17-A, Jalan Dagangan 2Pusat Bandar Bertam Perdana  13200 Kepala Batas  Pulau Pinang  MALAYSIA","Pusat Hemodialysis Bestari (Kepala Batas), HD Unit","( 04)5780687","Email:"
"Nibong Tebal","","","","","",""
"Pusat Dialisis Nucare Dialysis Centre Sdn. Bhd. (Cawangan Nibong Tebal), HD Unit","PRIVATE","JASON LIM CHANG WEI;","","","",""
"","","","Pusat Dialisis Nucare Dialysis Centre Sdn. Bhd. (Cawangan Nibong Tebal)No.1, Jalan Bukit Panchor 1Taman Panchor Indah  14300 Nibong Tebal  Pulau Pinang  MALAYSIA","Pusat Dialisis Nucare Dialysis Centre Sdn. Bhd. (Cawangan Nibong Tebal), HD Unit","04-5955588","Email:"
"Pusat Haemodialisis Zakat (Nibong Tebal), HD Unit","NGO","ADLI HAISZAL BIN ABDUL HANIB;","","","",""
"","","","Pusat Haemodialisis Zakat (Nibong Tebal)(As-Sahabah Urus Zakat Sdn Bhd)No. 28, Jalan Jawi Jaya 1, Taman Jawi JayaSungai Jawi, Seberang Perai Selatan  14200 Nibong Tebal  Pulau Pinang  MALAYSIA","Pusat Haemodialisis Zakat (Nibong Tebal), HD Unit","04-5838980","eNRR"
"Perai","","","","","",""
"Sunway Medical Centre Seberang Jaya, HD Unit","PRIVATE","","","","",""
"","","","Sunway Medical Centre Seberang Jaya3106, Lebuh Tenggiri 2, Pusat Bandar Seberang Jaya  13700 Perai  Pulau Pinang  MALAYSIA","Sunway Medical Centre Seberang Jaya, HD Unit","04-3739191  5849","Tel (2):"
"Pulau Pinang","","","","","",""
"Alkom Bakti Dialysis, HD Unit","PRIVATE","AWANGKU BAKRUNUDDIN BIN PENGIRAN AHMAD TAJUDDIN;","","","",""
"","","","Alkom Bakti Dialysis Sdn BhdWisma Koperasi Melayu Pulau Pinang BhdNo. 56-A, Perak Plaza, Jalan Perak  10150 Pulau Pinang  Pulau Pinang  MALAYSIA","Alkom Bakti Dialysis, HD Unit","(04)2282533","Fax:"
"Buddhist Tzu Chi HD Centre (Penang), HD Unit","NGO","TOONG SIEW WAI;","","","",""
"","","","Buddhist Tzu-Chi Dialysis CentreNo. 21, Jalan Perak  10250 Pulau Pinang  Pulau Pinang  MALAYSIA","Buddhist Tzu Chi HD Centre (Penang), HD Unit","( 04)2107012","Email:"
"JHM- Rotary Haemodialysis Centre (Penang), HD Unit","NGO","HARIOM @ DANESHWAR A/L KELASH CHARAN;","","","",""
"","","","JHM- Rotary Haemodialysis Centre(The Penang Rotary Charity Foundation)No. 86, Lebuh Acheh  10200 Pulau Pinang  Pulau Pinang  MALAYSIA","JHM- Rotary Haemodialysis Centre (Penang), HD Unit","( 04)2641241","Email:"
"Loh Guan Lye Specialist Centre, HD Unit","PRIVATE","QUAH CHAI HA;","","","",""
"","","","Haemodialysis CentreLoh Guan Lye Specialist Centre19 & 21, Logan Road  10400 Pulau Pinang  Pulau Pinang  MALAYSIA","Loh Guan Lye Specialist Centre, HD Unit","( 04)2388888  8003","Fax:"
"Pantai Hospital Penang, HD Unit","PRIVATE","WONG KAI CHENG;","","","",""
"","","","Pantai Hospital Penang (Syarikat Tunas Pantai Sdn Bhd)Haemodialysis CentreNo. 82, Jalan Tengah, Bayan Baru  11900 Pulau Pinang  Pulau Pinang  MALAYSIA","Pantai Hospital Penang, HD Unit","( 04)6396378  391","Fax:"
"Penang Adventist Hospital, HD Unit","PRIVATE","LIM HOOI LENG;","","","",""
"","","","Renal Care CentrePenang Adventist HospitalNo. 465, Jalan Burma  10350 Pulau Pinang  Pulau Pinang  MALAYSIA","Penang Adventist Hospital, HD Unit","( 04)2227200  7780 /7744","Fax:"
"Penang Caring Dialysis Society, HD Unit","NGO","KOK LAI SUN;","","","",""
"","","","Penang Caring Dialysis SocietyWisma MCANo. 204, Ground Floor, Jalan Transfer  10050 Pulau Pinang  Pulau Pinang  MALAYSIA","Penang Caring Dialysis Society, HD Unit","( 04)2294142","Email:"
"Pusat Dialisis NKF-Fo Yi (Unit II), HD Unit","NGO","LIEW YEW FONG;","","","",""
"","","","Pusat Dialisis NKF-Fo Yi (Unit II)(National Kidney Foundation of Malaysia)No. 29, Jalan Hamilton  11600 Pulau Pinang  Pulau Pinang  MALAYSIA","Pusat Dialisis NKF-Fo Yi (Unit II), HD Unit","( 04)2828701","Email:"
"The Penang Community HD Society, HD Unit","NGO","HARIOM @ DANESHWAR A/L KELASH CHARAN;","","","",""
"","","","Persatuan Haemodialysis Komuniti Pulau Pinang(The Penang Community Haemodialysis Society)No. 24-A, Jalan Grove  11400 Pulau Pinang  Pulau Pinang  MALAYSIA","The Penang Community HD Society, HD Unit","( 04)8285753","Email:"
"Pulau Pinang Hospital, Tx Unit","MOH","AZILAWATI HANIM BINTI GHOZALI;","","","",""
"","","","Renal Transplant Clinicc/o Haemodialysis UnitHospital Pulau PinangJalan Residensi  10990 Pulau Pinang  Pulau Pinang  MALAYSIA","Pulau Pinang Hospital, Tx Unit","( 04)2225802  5802 /5395","Tel (2):"
"Lam Wah Ee Hospital, MRRB Unit","PRIVATE","","","","",""
"","","","Lam Wah Ee Hospital141, Jalan Tan Sri Teh Ewe Lim  11600 Pulau Pinang  Pulau Pinang  MALAYSIA","Lam Wah Ee Hospital, MRRB Unit","04-6528888  8748","Tel (2):"
"Loh Guan Lye Specialist Centre, MRRB Unit","PRIVATE","KOAY HEAN CHONG;","","","",""
"","","","Loh Guan Lye Specialist Centre19 & 21, Logan Road  10400 Pulau Pinang  Pulau Pinang  MALAYSIA","Loh Guan Lye Specialist Centre, MRRB Unit","-","Panel Nephrologist"
"Seberang Jaya","","","","","",""
"Seberang Jaya Hospital, CAPD Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Jln Tun Hussein Onn  13700 Seberang Jaya  Pulau Pinang  MALAYSIA","Seberang Jaya Hospital, CAPD Unit","04-3827333  474","Fax:"
"Muhibah Renal Care, HD Unit","PRIVATE","SYED AMEER RAIF BIN SYED HUSSIN;","","","",""
"","","","Muhibah Renal Care (Pusat Dialisis Muhibah)(Muhibah Renal Care Sdn Bhd)No. 9 & 11, Lorong Kelasah 1Taman Kelasah, Seberang Jaya, Perai  13700 Seberang Jaya  Pulau Pinang  MALAYSIA","Muhibah Renal Care, HD Unit","( 04)3988713","Fax:"
"Nucare Dialysis Centre, HD Unit","PRIVATE","JASON LIM CHANG WEI;","","","",""
"","","","Nucare Dialysis Centre Sdn BhdNo. 5, Tingkat Bawah, Jalan Kelisa EmasTaman Kelisa Emas, Prai  13700 Seberang Jaya  Pulau Pinang  MALAYSIA","Nucare Dialysis Centre, HD Unit","( 04)3983285","Fax:"
"SJ Dialysis Centre (Seberang Jaya), HD Unit","PRIVATE","KHUSHPALL SINGH A/L WARYAM SINGH;","","","",""
"","","","SJ Dialysis CentreNo. 16, Jalan Todak 3Pusat Bandar Seberang Jaya  13600 Seberang Jaya  Pulau Pinang  MALAYSIA","SJ Dialysis Centre (Seberang Jaya), HD Unit","( 04)3907833","Fax:"
"Seberang Jaya Prai","","","","","",""
"Seberang Jaya Hospital, HD Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Unit HaemodialysisHospital Seberang JayaJalan Tun Hussein Onn  13700 Seberang Jaya Prai  Pulau Pinang  MALAYSIA","Seberang Jaya Hospital, HD Unit","( 04)3827333  473 / 474","Fax:"
"Seberang Perai Selatan","","","","","",""
"Lim Boon Sho Dialysis Centre, HD Unit","PRIVATE","JASON LIM CHANG WEI;","","","",""
"","","","Lim Boon Sho Dialysis Centre Sdn BhdNo. 90, Lorong Jawi Jaya 1Taman Jawi Jaya, Sungai Jawi  14200 Seberang Perai Selatan  Pulau Pinang  MALAYSIA","Lim Boon Sho Dialysis Centre, HD Unit","( 04)5822437","Fax:"
"Pertubuhan Hemodialysis Seberang Perai Selatan, HD Unit","NGO","KOK LAI SUN;","","","",""
"","","","Pertubuhan Hemodialysis Seberang Perai SelatanNo. 6, 8 & 10, Jalan BesarTaman Merak, Simpang Ampat  14100 Seberang Perai Selatan  Pulau Pinang  MALAYSIA","Pertubuhan Hemodialysis Seberang Perai Selatan, HD Unit","( 04)5882478","Email:"
"Pusat Hemodialisis Sinona, HD Unit","PRIVATE","HASLINA BINTI HASSAN;","","","",""
"","","","Pusat Hemodialisis Sinona Sdn BhdNo. 2332, Jalan Permatan KelingNibong Tebal  14300 Seberang Perai Selatan  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Sinona, HD Unit","( 04)5932748","Fax:"
"Sungai Bakap Hospital, HD Unit","MOH","ANITA BHAJAN MANOCHA;","","","",""
"","","","Haemodialysis UnitHospital Sungai BakapJalan Besar Sungai Bakap, Sungai Jawi  14200 Seberang Perai Selatan  Pulau Pinang  MALAYSIA","Sungai Bakap Hospital, HD Unit","( 04)5824333  177","Tel (2):"
"Seberang Perai Tengah","","","","","",""
"Pusat Dialisis Davita Seberang Perai, HD Unit","PRIVATE","LOH LAY KUN;","","","",""
"","","","Pusat Dialisis Davita Seberang PeraiNo. 3 & 5, Grd Floor, Lorong Desa Pauh 1Taman Desa Pauh  13700 Seberang Perai Tengah  Pulau Pinang  MALAYSIA","Pusat Dialisis Davita Seberang Perai, HD Unit","043988421","Email:"
"Pusat Rawatan Dialisis Pusat Dialisis Amal Maaedicare Seberang Perai, HD Unit","NGO","","","","",""
"","","","Pusat Rawatan Dialisis Pusat Dialisis Amal Maaedicare Seberang PeraiNo. 1021, Jalan BaruTaman Bunga Raya  14000 Seberang Perai Tengah  Pulau Pinang  MALAYSIA","Pusat Rawatan Dialisis Pusat Dialisis Amal Maaedicare Seberang Perai, HD Unit","(016)4180069","eNRR"
"Seberang Perai Utara","","","","","",""
"Pusat Hemodialisis Zakat (Kepala Batas), HD Unit","NGO","NORLELA SURYANI BINTI YUSOFF;","","","",""
"","","","Pusat Hemodialisis Zakat Kepala Batas(Majlis Ugama Negeri Pulau Pinang)No. 2104 & 2105, Wisma Syeikh Abdullah FahimJalan Bertam, Kepala Batas  13200 Seberang Perai Utara  Pulau Pinang  MALAYSIA","Pusat Hemodialisis Zakat (Kepala Batas), HD Unit","( 04)5751133","Email:"
"Simpang Ampat","","","","","",""
"Pusat Dialisis Mukmin Simpang Ampat, HD Unit","PRIVATE","NOOR  SIAH BINTI IDRIS;","","","",""
"","","","Pusat Dialisis Mukmin Simpang AmpatNo. 41 G/F, 41 1/F & 43 G/F, Persiaran Mutiara 2Pusat Komersial Bandar Tasek Mutiara  14120 Simpang Ampat  Pulau Pinang  MALAYSIA","Pusat Dialisis Mukmin Simpang Ampat, HD Unit","04-5041936","eNRR"
"Sungai Ara","","","","","",""
"Neph Sdn Bhd (Sg Ara), HD Unit","PRIVATE","GOH HUCK KEEN;","","","",""
"","","","Neph Sdn BhdNo. 1B-1 & 1B-2, Jalan Kenari  11900 Sungai Ara  Pulau Pinang  MALAYSIA","Neph Sdn Bhd (Sg Ara), HD Unit","( 04)6437225","Email:"
"Sungai Bakap","","","","","",""
"SJ Dialysis Centre (Sg Bakap), HD Unit","PRIVATE","ZURINA BINTI IDRUS;","","","",""
