"name","sector","drInCharge","address","addressWithUnit","tel","email"
"","","","Haemodialysis UnitPusat Jantung Hospital Umum SarawakKuching-Samarahan Expressway  94300 Kota Samarahan  Sarawak  MALAYSIA","Pusat Jantung Hospital Umum Sarawak, HD Unit","(082)668111  8166/8163","(082)668165  8166 /8177"
"Kuching","","","","","",""
"Sarawak General Hospital, CAPD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","CAPD UnitHospital Umum Sarawak  93586 Kuching  Sarawak  MALAYSIA","Sarawak General Hospital, CAPD Unit","(082)276666  2013","(082)276443"
"801 Rumah Sakit Angkatan Tentera (Kuching), HD Unit","ARMED FORCE","JUHANIS SAFIRA BINTI JOHARI;","","","",""
"","","","Haemodialysis Unit801 Rumah Sakit Angkatan Tentera Kem Penrissen, Jalan Kuching Serian  93677 Kuching  Sarawak  MALAYSIA","801 Rumah Sakit Angkatan Tentera (Kuching), HD Unit","(082)621300  3502","(082)611636"
"Borneo Specialist Hospital, HD Unit","PRIVATE","","","","",""
"","","","Haemodialysis UnitBorneo Specialist Hospital Lot 10992, Section 64, KTLD, Jalan Tun Jugah  93350 Kuching  Sarawak  MALAYSIA","Borneo Specialist Hospital, HD Unit","(082)507333  316","(082)507833"
"CHKMUS-MAA Medicare Charity, HD Unit","NGO","","","","",""
"","","","CHKMUS-MAA Medicare Kidney Charity Dialysis CentreLot 2229, Block 10. Lorong 8Jalan Laksamana Cheng Ho, KCLD  93540 Kuching  Sarawak  MALAYSIA","CHKMUS-MAA Medicare Charity, HD Unit","(016)8890109",""
"Kuching Specialist Hospital, HD Unit","PRIVATE","CHAI CHIUN HIAN;","","","",""
"","","","Haemodialyis UnitKuching Specialist HospitalLot 10420, Block 11, Tabuan Stutong Commercial CentreJalan Setia Raja  93350 Kuching  Sarawak  MALAYSIA","Kuching Specialist Hospital, HD Unit","(082)365777  106","(082)365384"
"Myrenal Dialisis Centre, HD Unit","PRIVATE","CHAI CHIUN PHENG;","","","",""
"","","","Myrenal Dialisis CentreGround Floor, Sublot 12-13Lot 188, Soho 188 East,Jalan Wan Alwi  93350 Kuching  Sarawak  MALAYSIA","Myrenal Dialisis Centre, HD Unit","082-505995","014-3242995"
"Normah Medical Specialist Centre, HD Unit","PRIVATE","WILLIAM LUONG CHAU;","","","",""
"","","","Haemodialysis CentreNormah Medical Specialist Centre(Sarawak Medical Centre Sdn Bhd)Lot 937, Section 30 KTLDJalan Tun Abdul Rahman Petra Jaya  93050 Kuching  Sarawak  MALAYSIA","Normah Medical Specialist Centre, HD Unit","(082)440055  270 / 260","(082)313494"
"Persatuan Dialisis Cahaya Kuching, HD Unit","NGO","WONG CHING KING SIMON;","","","",""
"","","","Persatuan Dialisis Cahaya KuchingLots 3710 & 3711, Lorong Keranji 4Tabuan Desa  93350 Kuching  Sarawak  MALAYSIA","Persatuan Dialisis Cahaya Kuching, HD Unit","(082)360248","(082)360053"
"Persatuan Hemodialisis Sacred Hope, Kuching, HD Unit","NGO","AARON LINANG;","","","",""
"","","","Persatuan Hemodialisis Sacred Hope, KuchingNo. 2, Lorong 1, Jalan Batu Kawa  93250 Kuching  Sarawak  MALAYSIA","Persatuan Hemodialisis Sacred Hope, Kuching, HD Unit","082-549977",""
"Pusat Dialisis Cahaya, HD Unit","PRIVATE","MOHAMED REDDUAN BIN MOHAMED ATTA;","","","",""
"","","","Pusat Dialisis CahayaLot 212, Ground Floor, Jalan Haji Taha  93400 Kuching  Sarawak  MALAYSIA","Pusat Dialisis Cahaya, HD Unit","(082)425735","(082)425736"
"Pusat Dialisis NKF-Kidney Association of Sarawak Rotary (Unit 2), HD Unit","NGO","CLARE TAN HUI HONG;","","","",""
"","","","Pusat Dialisis NKF-Kidney Association of Sarawak Rotary (Unit 2)Lot 672, Sublot 22-23 (Ground Floor) & Sublot 23 (First Floor)Muara Tuang Land DistrictKota Samarahan  94300 Kuching  Sarawak  MALAYSIA","Pusat Dialisis NKF-Kidney Association of Sarawak Rotary (Unit 2), HD Unit","082-362621","-"
"Pusat Dialisis NKF-Kidney Association of Sarawak Rotary, HD Unit","NGO","","","","",""
"","","","Pusat Dialisis NKF-Kidney Association of Sarawak Rotary(National Kidney Foundation of Malaysia)Lot 14-15-16, Hock Kui Commercial CentreJalan Tun Ahmad Zaidi Adruce  93250 Kuching  Sarawak  MALAYSIA","Pusat Dialisis NKF-Kidney Association of Sarawak Rotary, HD Unit","(082)240927","(082)421825"
"Pusat Hemodialisis KOPPES, HD Unit","PRIVATE","WAN ALI BIN TUANKU MADHI;","","","",""
"","","","Pusat Hemodialisis KOPPES (SARAKOPPES Sdn Bhd)Lot 291, Seksyen 9, Jalan RubberKT&D  93400 Kuching  Sarawak  MALAYSIA","Pusat Hemodialisis KOPPES, HD Unit","(082)242434","(082)343436"
"Pusat Hemodialisis Mawar Cawangan Pending Sarawak, HD Unit","NGO","KELLY LAU KAY LIK;","","","",""
"","","","Pusat Hemodialisis Mawar Cawangan Pending Sarawak(Persatuan Kebajikan Mawar Kuching)Lot 9594 & 9595, Datuk Tay Chin Khin Commercial CentreJalan Pending  93540 Kuching  Sarawak  MALAYSIA","Pusat Hemodialisis Mawar Cawangan Pending Sarawak, HD Unit","082-330088",""
"Pusat Hemodialisis Myangkasa, HD Unit","PRIVATE","WAN ALI BIN TUANKU MADHI;","","","",""
"","","","Pusat Hemodialisis Myangkasa(A & J Healthcare Sdn Bhd)1st Floor, Sublot 5 & 6 Ashraff AvenueJalan Depo Semariang, Petra Jaya  93050 Kuching  Sarawak  MALAYSIA","Pusat Hemodialisis Myangkasa, HD Unit","(013)8280139","(082)510139"
"Renal Life Dialysis Centre, HD Unit","PRIVATE","CHAI THIEN CHERNG @ THIEN CHERNG;","","","",""
"","","","Renal Life Dialysis Centre Sdn BhdLot 2478 - 2479, Ground Floor, Fortune Land Business CentreJalan Rock, Mile 2 1/2  93200 Kuching  Sarawak  MALAYSIA","Renal Life Dialysis Centre, HD Unit","(082)422144","(082)549782"
"Sarawak General Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitHospital Umum SarawakPintu Klinik Pakar Tingkat 2Jalan Hospital  93586 Kuching  Sarawak  MALAYSIA","Sarawak General Hospital, HD Unit","(082)276666  5215 /521","(082)276734"
"Timberland Medical Centre, HD Unit","PRIVATE","LAI KEE HOE;","","","",""
"","","","Haemodialysis CentreTimberland Medical CentreLot 5164 & 5165, Block 16 KCLD 2 1/2 miles, Jalan Rock, Taman Timberland  93250 Kuching  Sarawak  MALAYSIA","Timberland Medical Centre, HD Unit","(082)234466  6130","(082)241242"
"Sarawak General Hospital, Tx Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Renal Transplant Clinicc/o Haemodialysis UnitHospital Umum SarawakPintu P, Klinik Pakar Tingkat 2Jalan Hospital  93590 Kuching  Sarawak  MALAYSIA","Sarawak General Hospital, Tx Unit","(082)276666  5215 /5216","(082)276734"
"Timberland Medical Centre, Tx Unit","PRIVATE","","","","",""
"","","","Renal Transplant Clinic (c/o Haemodialysis Centre)Timberland Medical CentreLot 5160, Ground FloorLorong 2, 2 1/2 miles Rock Road  93250 Kuching  Sarawak  MALAYSIA","Timberland Medical Centre, Tx Unit","(082)241242","(082)234466"
"Normah Medical Specialist Centre, MRRB Unit","PRIVATE","WILLIAM LUONG CHAU;","","","",""
"","","","Normah Medical Specialist CentreP.O. Box 3298  93764 Kuching  Sarawak  MALAYSIA","Normah Medical Specialist Centre, MRRB Unit","(082)440055","(082)313494"
"Sarawak General Hospital, MRRB Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Department of MedicineHospital Umum SarawakJalan Tun Ahmad Zaidi Adruce  93590 Kuching  Sarawak  MALAYSIA","Sarawak General Hospital, MRRB Unit","(082)276666  5215 / 521","(082)276734"
"Lawas","","","","","",""
"Lawas Hospital, HD Unit","MOH","KOH KENG HEE;","","","",""
"","","","Haemodialysis UnitHospital Lawas  98850 Lawas  Sarawak  MALAYSIA","Lawas Hospital, HD Unit","(085)283580","085-283581"
"Limbang","","","","","",""
"Limbang Hospital, HD Unit","MOH","KOH KENG HEE;","","","",""
"","","","Haemodialysis UnitLimbang HospitalJalan Pandaruan  98700 Limbang  Sarawak  MALAYSIA","Limbang Hospital, HD Unit","(085)211200  280 / 281","(085)216462"
"Lundu","","","","","",""
"Lundu Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitLundu HospitalJalan Sekambal  94500 Lundu  Sarawak  MALAYSIA","Lundu Hospital, HD Unit","(082)735127  50","(082)735311"
"Marudi","","","","","",""
"Marudi Hospital, HD Unit","MOH","KOH KENG HEE;","","","",""
"","","","Haemodialysis UnitHospital MarudiJalan Pungor, Baram  98050 Marudi  Sarawak  MALAYSIA","Marudi Hospital, HD Unit","(085)755511  169","(085)755512  160"
"Miri","","","","","",""
"Miri Hospital, CAPD Unit","MOH","KOH KENG HEE;","","","",""
"","","","CAPD UnitHospital MiriJalan Cahaya, Lopeng  98000 Miri  Sarawak  MALAYSIA","Miri Hospital, CAPD Unit","(085)420033  246",""
"Borneo Specialist Hospital (Miri), HD Unit","PRIVATE","TIE JING HUA;","","","",""
"","","","Borneo Specialist Hospital (Miri) Sdn BhdLot 1959, Block 10, MCLD, Jalan Cahaya, Off Jalan Miri-Bintulu  98000 Miri  Sarawak  MALAYSIA","Borneo Specialist Hospital (Miri), HD Unit","085-329333","085-329334"
"Miri Hospital, HD Unit","MOH","KOH KENG HEE;","","","",""
"","","","Haemodialysis UnitHospital MiriJalan Cahaya  98000 Miri  Sarawak  MALAYSIA","Miri Hospital, HD Unit","(085)420033  251","(085)420033  249"
"Pusat Dialisis Bulan Sabit Merah Miri , HD Unit","NGO","MOHD ARIF BIN ABDULLAH;","","","",""
"","","","Pusat Dialisis Bulan Sabit Merah, Miri (Miri Red Crescent Dialysis Centre)Lot 312, Jalan Bulan Sabit, Krokop 1  98000 Miri  Sarawak  MALAYSIA","Pusat Dialisis Bulan Sabit Merah Miri , HD Unit","(085)436862  111","(085)412780"
"Pusat Dialisis Bulan Sabit Merah Permyjaya Miri, HD Unit","NGO","MOHD ARIF BIN ABDULLAH;","","","",""
"","","","Pusat Dialisis Bulan Sabit Merah Permyjaya MiriLot 4044, Block 6, Bandar Baru PermyjayaKuala Baram By-pass RoadKuala Baram Land District  98000 Miri  Sarawak  MALAYSIA","Pusat Dialisis Bulan Sabit Merah Permyjaya Miri, HD Unit","085-622588","085-418788"
"Renal Therapy Services, HD Unit","PRIVATE","GOH KIENG SONG;","","","",""
"","","","Renal Therapy Services Sdn BhdLot 1203, 2nd Floor, Miri City Medical CentreJalan Hokkien  98000 Miri  Sarawak  MALAYSIA","Renal Therapy Services, HD Unit","(085)423918","(012)8753988"
"Miri Hospital, Tx Unit","MOH","KOH KENG HEE;","","","",""
"","","","Renal Transplant ClinicJabatan NefrologiHospital Miri  98000 Miri  Sarawak  MALAYSIA","Miri Hospital, Tx Unit","(085)420033  251 / 249","(085)416514"
"Miri Hospital, MRRB Unit","MOH","KOH KENG HEE;","","","",""
"","","","Hospital MiriJalan Cahaya  98000 Miri  Sarawak  MALAYSIA","Miri Hospital, MRRB Unit","-",""
"Mukah","","","","","",""
"Mukah Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Hemodialysis UnitHospital MukahJalan Hj Mohd Pauzi  96400 Mukah  Sarawak  MALAYSIA","Mukah Hospital, HD Unit","(084)871333  165","(084)872212"
"Saratok","","","","","",""
"Saratok Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitSaratok Hospital  95400 Saratok  Sarawak  MALAYSIA","Saratok Hospital, HD Unit","(083)436311  208","(083)436917"
"Sarikei","","","","","",""
"Pusat Dialisis NKF-BonusLink Yayasan Buah Pinggang Kebangsaan Malaysia, HD Unit","NGO","YII SII HUNG;","","","",""
"","","","Pusat Dialisis NKF-BonusLink Yayasan Buah Pinggang Kebangsaan MalaysiaNo.12, Tingkat BawahJalan Nenas 1  96100 Sarikei  Sarawak  MALAYSIA","Pusat Dialisis NKF-BonusLink Yayasan Buah Pinggang Kebangsaan Malaysia, HD Unit","084-642627",""
"Sarikei Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitHospital Sarikei  96100 Sarikei  Sarawak  MALAYSIA","Sarikei Hospital, HD Unit","(084)653333  1014","012-8793306"
"Serian","","","","","",""
"Hemodialisis Nefro Bakti, HD Unit","PRIVATE","WONG KAI SIONG;","","","",""
"","","","Hemodialisis Nefro BaktiSublot 44, 44-IFirst Floor) & 45,Parents Lots 1401, 1163 & 1165, Blok 6,Sentah Segu Land District, 18th Miles,Jalan Kuching-Serian  94200 Serian  Sarawak  MALAYSIA","Hemodialisis Nefro Bakti, HD Unit","082-860970","019-8894329"
"Serian Dialysis Centre, HD Unit","NGO","CHAI CHIUN PHENG;","","","",""
"","","","Serian Dialysis CentreNo. 279 & 280, Ground Floor, Block 15Bukar Sadong Land DistrictTaman Pasir Serian  94700 Serian  Sarawak  MALAYSIA","Serian Dialysis Centre, HD Unit","(082)875200","(082)875200"
"Serian Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitHospital Serian  94700 Serian  Sarawak  MALAYSIA","Serian Hospital, HD Unit","(082)874311  146 / 147","(082)875182"
"Sibu","","","","","",""
"Sibu Hospital, CAPD Unit","MOH","LAWRENCE HII WEI SOON;","","","",""
"","","","CAPD UnitHospital Sibu5 1/2 Miles, Jalan Ulu Oya  96000 Sibu  Sarawak  MALAYSIA","Sibu Hospital, CAPD Unit","084-343333  4022","084-337354"
"Rejang Medical Centre, HD Unit","PRIVATE","","","","",""
"","","","Haemodialysis UnitRejang Medical CentreNo. 29, Jalan Pedada  96000 Sibu  Sarawak  MALAYSIA","Rejang Medical Centre, HD Unit","(084)330733  30","(084)314733  30"
"Sibu Hospital, HD Unit","MOH","LAWRENCE HII WEI SOON;","","","",""
"","","","Haemodialysis UnitHospital Sibu5 1/2 Miles, Jalan Ulu Oya  96000 Sibu  Sarawak  MALAYSIA","Sibu Hospital, HD Unit","(084)343333  2102 /2103","(084)337354"
"Sibu Kidney Foundation, HD Unit","PRIVATE","LOW CHONG NGUAN;","","","",""
"","","","Sibu Kidney Foundation Haemodialysis CentreNo. 6, Jalan Chong Jin Bok  96000 Sibu  Sarawak  MALAYSIA","Sibu Kidney Foundation, HD Unit","(084)343500","(084)313600"
"SJAM-KPS Haemodialysis Centre 8 (Sibu), HD Unit","NGO","LOW CHONG NGUAN;","","","",""
"","","","Pusat Hemodialisis Sibu-SJAM-KPS No.9A & 9B, Jalan Jerrwit  96000 Sibu  Sarawak  MALAYSIA","SJAM-KPS Haemodialysis Centre 8 (Sibu), HD Unit","(084)342858","011-62865005"
"Sibu Hospital, Tx Unit","MOH","LAWRENCE HII WEI SOON;","","","",""
"","","","Renal Transplant Clinicc/o Haemodialysis Unit Hospital Sibu  96000 Sibu  Sarawak  MALAYSIA","Sibu Hospital, Tx Unit","(084)343333  2102","(084)337354"
"Sibu Hospital, MRRB Unit","MOH","SONG CHAN HOONG;","","","",""
"","","","Sibu HospitalBatu 5 1/12, Jalan Ulu Oya  96000 Sibu  Sarawak  MALAYSIA","Sibu Hospital, MRRB Unit","084-238888  7616","084-337354"
"Simunjan","","","","","",""
"Simunjan Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitHospital SimunjanJalan Gunung Ngeli  94800 Simunjan  Sarawak  MALAYSIA","Simunjan Hospital, HD Unit","(082)803984  243","(082)803988"
"Song","","","","","",""
"Klinik Kesihatan Song, HD Unit","MOH","LAU SIEW PING;","","","",""
"","","","Unit HaemodialisisKlinik Kesihatan SongJalan Sungai Chapi, Pekan Song  96850 Song  Sarawak  MALAYSIA","Klinik Kesihatan Song, HD Unit","(084)777149","(084)777654"
"Sri Aman","","","","","",""
"Sri Aman Hospital, HD Unit","MOH","CLARE TAN HUI HONG;","","","",""
"","","","Haemodialysis UnitHospital Sri AmanBahagian Sri Aman  95000 Sri Aman  Sarawak  MALAYSIA","Sri Aman Hospital, HD Unit","(083)322151  221 / 213","(   )322152  221 / 213"
